	from	to	weight
248	ABHD5	hsa-mir-652.MIMAT0003322	0.459234448382171
249	ABHD6	EHD2	0.758659636384591
250	ABHD6	hsa-mir-139.MIMAT0000250	0.515404673408822
251	ABHD6	hsa-mir-141.MIMAT0000432	0.471208978015962
252	ABHD6	hsa-mir-141.MIMAT0004598	0.493463854553836
253	ABHD6	hsa-mir-200a.MIMAT0000682	0.527285561990377
254	ABHD6	hsa-mir-200a.MIMAT0001620	0.45904428501455
255	ABHD6	hsa-mir-200b.MIMAT0000318	0.507407727547757
256	ABHD6	hsa-mir-215.MIMAT0000272	0.567356729190077
257	ABHD6	hsa-mir-224.MIMAT0000281	0.598559368427119
258	ABHD6	hsa-mir-224.MIMAT0009198	0.552591696199614
259	ABHD6	hsa-mir-22.MIMAT0000077	0.557926354913994
260	ABHD6	hsa-mir-22.MIMAT0004495	0.482239893969516
261	ABHD6	hsa-mir-452.MIMAT0001635	0.655189154925519
262	ABHD6	hsa-mir-452.MIMAT0001636	0.547648889273057
263	ABHD6	KDM1A	0.766031348143026
264	ABI1	PACS2	0.759477915117988
265	ABI2	AP1M1	0.769511914023108
266	ABI2	DSC2	0.751878583571038
267	ABI2	hsa-mir-141.MIMAT0004598	0.50251966462097
268	ABI2	hsa-mir-193b.MIMAT0002819	0.457237733022157
269	ABI2	hsa-mir-193b.MIMAT0004767	0.530086149768058
270	ABI2	hsa-mir-200a.MIMAT0000682	0.478694499668655
271	ABI2	hsa-mir-200a.MIMAT0001620	0.461251332584205
272	ABI2	hsa-mir-200c.MIMAT0000617	0.476023568732532
273	ABI2	hsa-mir-203a.MIMAT0000264	0.477115567464777
274	ABI2	hsa-mir-224.MIMAT0000281	0.451362837467946
275	ABI2	hsa-mir-22.MIMAT0000077	0.502986429250583
276	ABI2	hsa-mir-652.MIMAT0003322	0.511942835739188
277	ABI2	IFT81	0.805432621661336
278	ABI2	ITGA2	0.794241795603192
279	ABI2	LY75	0.751269196415709
280	ABI2	MCTP2	0.764972483936958
281	ABI2	NEBL	0.756848762497479
282	ABI2	PIK3C2G	0.768296020975596
283	ABI2	PRKCI	0.773753133373671
284	ABI2	RAD18	0.770856023280606
285	ABI2	RILP	0.796944420433918
286	ABI2	SUDS3	0.754226813034834
287	ABI2	TEX9	0.815335523093324
288	ABI2	TRIM2	0.751714351571729
289	ABI2	WDR35	0.804028005877777
290	ABI2	ZNF146	0.754641714927824
291	ABI2	ZNF561	0.756207681447547
292	ABLIM3	AOC3	0.759516812170456
293	ABLIM3	BTNL9	0.849188924424468
294	ABLIM3	C10orf58	0.768022300976748
295	ABLIM3	CD300LG	0.83311147607111
296	ABLIM3	CD36	0.766034229406172
297	ABLIM3	EHD2	0.756177428184516
298	ABLIM3	EPAS1	0.78112196386896
299	ABLIM3	FABP4	0.767755784135765
300	ABLIM3	FZD4	0.76244849742127
301	ABLIM3	GPR116	0.757959489440171
302	ABLIM3	GPR146	0.767614602241623
303	ABLIM3	hsa-mir-139.MIMAT0000250	0.506027602500936
304	ABLIM3	hsa-mir-193b.MIMAT0002819	0.49571556170225
305	ABLIM3	hsa-mir-200a.MIMAT0001620	0.463928026046619
306	ABLIM3	hsa-mir-200b.MIMAT0000318	0.511078456795459
307	ABLIM3	hsa-mir-200c.MIMAT0000617	0.469475898233786
308	ABLIM3	hsa-mir-215.MIMAT0000272	0.575359437577434
309	ABLIM3	hsa-mir-224.MIMAT0009198	0.57644711441496
310	ABLIM3	hsa-mir-452.MIMAT0001635	0.587822341314432
311	ABLIM3	hsa-mir-452.MIMAT0001636	0.520033422652491
312	ABLIM3	LOC158376	0.779893105137292
313	ABLIM3	MGLL	0.765799406459792
314	ABLIM3	NPR1	0.752549917884
315	ABLIM3	PDE2A	0.789199585098107
316	ABLIM3	PPARG	0.773511107269427
317	ABLIM3	PTPRM	0.757007231970496
318	ABLIM3	SCN4A	0.768307546028179
319	ACAA2	ACAT1	0.868360849396375
320	ACAA2	ACO1	0.753525225458841
321	ACAA2	AQP7	0.775324862419685
322	ACAA2	C10orf58	0.76161869363529
323	ACAA2	CALB2	0.760398478693059
324	ACAA2	CAT	0.781667963235082
325	ACAA2	CCDC69	0.77473276284323
326	ACAA2	CD99L2	0.787004062581036
327	ACAA2	COPZ2	0.771546085804016
328	ACAA2	COX7A1	0.758522776385167
329	ACAA2	FABP4	0.767555536347135
330	ACAA2	hsa-mir-133a.MIMAT0000427	0.452122050306855
331	ACAA2	hsa-mir-193b.MIMAT0002819	0.517626127294206
332	ACAA2	hsa-mir-193b.MIMAT0004767	0.569269887918864
333	ACAA2	hsa-mir-200a.MIMAT0000682	0.582448785547584
334	ACAA2	hsa-mir-200a.MIMAT0001620	0.552436107989743
335	ACAA2	hsa-mir-200b.MIMAT0000318	0.573888552741522
336	ACAA2	hsa-mir-200c.MIMAT0000617	0.5020399343072
337	ACAA2	hsa-mir-200c.MIMAT0004657	0.47697726683378
338	ACAA2	hsa-mir-31.MIMAT0004504	0.455900826922523
339	ACAA2	hsa-mir-429.MIMAT0001536	0.483372230385801
340	ACAA2	hsa-mir-891a.MIMAT0004902	0.450131097473132
341	ACAA2	HSPB6	0.801251908836834
342	ACAA2	IAH1	0.75233958567436
343	ACAA2	ITGB1BP1	0.761004984585242
344	ACAA2	MGST3	0.832417091652981
345	ACAA2	MSRB2	0.755108479557438
346	ACAA2	NDN	0.755987264816896
347	ACAA2	PFKFB1	0.773465007059095
348	ACAA2	PHYH	0.862526291526205
349	ACAA2	PPP1R1A	0.784155933961449
350	ACAA2	PRDX6	0.79637537096263
351	ACAA2	SERPINF1	0.759505287117872
352	ACAA2	SGCG	0.791913734981416
353	ACAA2	TMBIM1	0.797817443167084
354	ACAA2	TSPAN3	0.837382948684703
355	ACAA2	TTC7B	0.800697265681275
356	ACAA2	VEGFB	0.785621056271069
357	ACAA2	VTI1B	0.800332785893336
358	ACACB	ACO1	0.825615869997407
359	ACACB	ACSM5	0.822603509378512
360	ACACB	ADH1A	0.777565044515516
361	ACACB	ADIPOQ	0.832385397758377
362	ACACB	ALDH1L1	0.861653268793039
363	ACACB	ALDH2	0.827333102832282
364	ACACB	AOC3	0.835832829112283
365	ACACB	AQP7	0.856390641657302
366	ACACB	AQP7P1	0.789631774569972
367	ACACB	AQPEP	0.760271703114645
368	ACACB	BOK	0.76999308496845
369	ACACB	C10orf58	0.818258564554701
370	ACACB	CAT	0.756125565447892
371	ACACB	CD36	0.752065865675512
372	ACACB	CIDEA	0.810688045639208
373	ACACB	CIDEC	0.827844527040655
374	ACACB	CNTFR	0.764746304780016
375	ACACB	DMGDH	0.769406747918287
376	ACACB	ESYT1	0.78338663670153
377	ACACB	FZD4	0.755890742501513
378	ACACB	GBE1	0.757736191546374
379	ACACB	GHR	0.754962975768577
380	ACACB	GPAM	0.778691618405509
381	ACACB	GPD1	0.888509522574697
382	ACACB	GYG2	0.851316737257614
383	ACACB	hsa-mir-193b.MIMAT0004767	0.484177543435042
384	ACACB	hsa-mir-200b.MIMAT0000318	0.444964992652779
385	ACACB	hsa-mir-378a.MIMAT0000732	0.571929293802403
386	ACACB	ITGA7	0.822103610222722
387	ACACB	KCNIP2	0.847010689486271
388	ACACB	KIAA0408	0.76109862563748
389	ACACB	LGALS12	0.815468061198029
390	ACACB	LIPE	0.838130636471029
391	ACACB	LOC283392	0.772983836113752
392	ACACB	LPL	0.843842740657504
393	ACACB	MAOA	0.7860762958481
394	ACACB	MGLL	0.785598006165903
395	ACACB	MLXIPL	0.85276457198836
396	ACACB	MOSC1	0.828206125565448
397	ACACB	MYOM1	0.788139280260466
398	ACACB	NAT8L	0.851139539574149
399	ACACB	NPR1	0.795013974126257
400	ACACB	PCK1	0.777223614832743
401	ACACB	PDE3B	0.817170887717175
402	ACACB	PECR	0.837037197107212
403	ACACB	PFKFB1	0.828533148932492
404	ACACB	PLA2G16	0.818247039502118
405	ACACB	PLIN1	0.814935027516063
406	ACACB	PLXNA4	0.775332065577549
407	ACACB	PNPLA2	0.79468551012764
408	ACACB	PPARG	0.769713602443311
409	ACACB	PPP1R1A	0.798376408217363
410	ACACB	RETSAT	0.757093669864869
411	ACACB	SIK2	0.772568934220762
412	ACACB	SLC19A3	0.814335724781744
413	ACACB	SLC7A10	0.792211945717002
414	ACACB	SORBS1	0.753415737459302
415	ACACB	SPTBN1	0.761641743740456
416	ACACB	STBD1	0.854372316823696
417	ACACB	TMEM132C	0.838449016048636
418	ACACB	TNS1	0.840095657936439
419	ACACB	TUSC5	0.844407468234074
420	ACACB	TYRO3	0.834400841328839
421	ACAD9	hsa-mir-193b.MIMAT0004767	0.449358918950068
422	ACADL	ACSL1	0.846098769700637
423	ACADL	ACSS2	0.767992047713718
424	ACADL	ETFDH	0.780022761978851
425	ACADL	GBE1	0.767382660558389
426	ACADL	GNAI1	0.761977410896937
427	ACADL	hsa-mir-193b.MIMAT0004767	0.45225458841156
428	ACADL	hsa-mir-200a.MIMAT0000682	0.461352176794307
429	ACADL	hsa-mir-200b.MIMAT0000318	0.463782522257758
430	ACADL	hsa-mir-652.MIMAT0003322	0.513560664995534
431	ACADL	HSDL2	0.761997579738958
432	ACADL	MAPK10	0.76248883510531
433	ACADL	PFKFB1	0.815030109199873
434	ACADS	AKT2	0.788300630996629
435	ACADS	BTBD6	0.812104186475351
436	ACADS	ECH1	0.770900682859366
437	ACADS	GPT	0.761535137004063
438	ACADS	hsa-mir-193b.MIMAT0004767	0.529916155242458
439	ACADS	hsa-mir-652.MIMAT0003322	0.461293110899818
440	ACADS	PHLDA3	0.75773907280952
441	ACADS	POLR2E	0.765034431094592
442	ACADS	RXRA	0.80172011409802
443	ACADS	SDHA	0.773414584954044
444	ACADS	TST	0.813799809836632
445	ACAP1	CD6	0.842598034978535
446	ACAP1	LCK	0.775922724522431
447	ACAP1	MAP4K1	0.751813755150258
448	ACAP1	SEPT1	0.775370962630017
449	ACAP1	TBC1D10C	0.762254012158931
450	ACAP2	OSBPL8	0.770720603912755
451	ACAT1	ACSM5	0.751842567781716
452	ACAT1	ALDH2	0.768458812343331
453	ACAT1	AQP7	0.769200737603365
454	ACAT1	C10orf58	0.774134900740485
455	ACAT1	CALB2	0.77581755841761
456	ACAT1	CAT	0.789829141095456
457	ACAT1	CD99L2	0.780503932924194
458	ACAT1	CIDEC	0.782224047022215
459	ACAT1	COPZ2	0.779097876509062
460	ACAT1	COX7A1	0.776948454202322
461	ACAT1	DECR1	0.775768576944132
462	ACAT1	ECHS1	0.751400293888841
463	ACAT1	FABP4	0.758796496384015
464	ACAT1	FAM89A	0.763609646469012
465	ACAT1	GBE1	0.757894661019391
466	ACAT1	GYG2	0.766182614458179
467	ACAT1	HOXA10	0.755235255135852
468	ACAT1	hsa-mir-133a.MIMAT0000427	0.459817904169188
469	ACAT1	hsa-mir-141.MIMAT0000432	0.533278589333564
470	ACAT1	hsa-mir-193b.MIMAT0002819	0.530872734606852
471	ACAT1	hsa-mir-193b.MIMAT0004767	0.550597862102746
472	ACAT1	hsa-mir-200a.MIMAT0000682	0.567757224767338
473	ACAT1	hsa-mir-200a.MIMAT0001620	0.523296453165068
474	ACAT1	hsa-mir-200b.MIMAT0000318	0.554605699138502
475	ACAT1	hsa-mir-200c.MIMAT0000617	0.491523323825165
476	ACAT1	hsa-mir-200c.MIMAT0004657	0.479067623246031
477	ACAT1	hsa-mir-22.MIMAT0000077	0.497367966116345
478	ACAT1	hsa-mir-342.MIMAT0000753	0.446303339383986
479	ACAT1	hsa-mir-378a.MIMAT0000731	0.647754055377878
480	ACAT1	hsa-mir-378a.MIMAT0000732	0.573570173163915
481	ACAT1	HSPB6	0.86058864206068
482	ACAT1	IAH1	0.791737977929524
483	ACAT1	ITGB1BP1	0.780276313135679
484	ACAT1	MDH1	0.77033307401965
485	ACAT1	MGST3	0.837114991212147
486	ACAT1	MOSC1	0.762360618895324
487	ACAT1	MSRB2	0.809415967960354
488	ACAT1	NDN	0.778618146195292
489	ACAT1	PECR	0.757072060391276
490	ACAT1	PFKFB1	0.813023309418849
491	ACAT1	PGM1	0.77813697524995
492	ACAT1	PHYH	0.913949635520212
493	ACAT1	POLR3GL	0.762857636787968
494	ACAT1	PPARG	0.774751491053678
495	ACAT1	PPP1R1A	0.825585616734376
496	ACAT1	PRDX6	0.846028178753566
497	ACAT1	RTN4	0.758707177226496
498	ACAT1	SGCG	0.815800847091365
499	ACAT1	SNTA1	0.75871438038436
500	ACAT1	SNX3	0.759522574696747
501	ACAT1	TMBIM1	0.769475898233786
502	ACAT1	TMEM111	0.761422767741378
503	ACAT1	TMEM120A	0.753159305039329
504	ACAT1	TMEM37	0.779391765349929
505	ACAT1	TSPAN3	0.866312271299738
506	ACAT1	TTC7B	0.789396951623592
507	ACAT1	UGP2	0.780308007030282
508	ACAT1	VEGFB	0.757622381652116
509	ACAT1	VTI1B	0.797592704641715
510	ACER3	ADRBK2	0.752516783357824
511	ACER3	hsa-mir-200b.MIMAT0000318	0.465969400985392
512	ACER3	hsa-mir-224.MIMAT0000281	0.493142593713084
513	ACER3	hsa-mir-378a.MIMAT0000731	0.565786440775636
514	ACER3	hsa-mir-652.MIMAT0003322	0.461810297634483
515	ACER3	MARK1	0.761311839110266
516	ACER3	SEPT11	0.827334543463854
517	ACIN1	TUBGCP6	0.751916039991933
518	ACO1	ACSM5	0.83813639899732
519	ACO1	ADH1B	0.798461405480162
520	ACO1	ADIPOQ	0.868039588555623
521	ACO1	ADIPOR2	0.774464805370675
522	ACO1	AIFM2	0.814455297202293
523	ACO1	AKAP12	0.77185294032904
524	ACO1	ALDH2	0.852083153254387
525	ACO1	ANO6	0.761174979110842
526	ACO1	ANTXR2	0.780747399660011
527	ACO1	AOC2	0.824085919267007
528	ACO1	AOC3	0.920161638862477
529	ACO1	AQP7	0.911912582476158
530	ACO1	AQP7P1	0.815240441409514
531	ACO1	AQPEP	0.890589794565938
532	ACO1	ASPH	0.787130838159449
533	ACO1	BHMT2	0.81653845045668
534	ACO1	C10orf58	0.909564353012361
535	ACO1	C10orf72	0.773173999481373
536	ACO1	C19orf12	0.835113953957415
537	ACO1	C2CD2	0.829838361137523
538	ACO1	C3orf55	0.771158555910911
539	ACO1	C7orf41	0.834275506381998
540	ACO1	CALB2	0.870667300544559
541	ACO1	CAMK1	0.763830063099663
542	ACO1	CAT	0.836367303425822
543	ACO1	CAV1	0.768859307920592
544	ACO1	CCDC69	0.782844959230127
545	ACO1	CD36	0.863758031521019
546	ACO1	CDKN2B	0.841678912035036
547	ACO1	CDO1	0.819006252341026
548	ACO1	CHRDL1	0.751153945889878
549	ACO1	CIDEC	0.909921629642435
550	ACO1	CNTFR	0.761695047108653
551	ACO1	CPM	0.801027170311465
552	ACO1	DHDDS	0.811102947532198
553	ACO1	DHDPSL	0.77401244705679
554	ACO1	DMGDH	0.840919699196128
555	ACO1	DOCK11	0.811690725213934
556	ACO1	DTX1	0.755431181029763
557	ACO1	EBF1	0.816382862246809
558	ACO1	EHD2	0.795207018757023
559	ACO1	EPAS1	0.764363096781629
560	ACO1	EPHX1	0.795869709280549
561	ACO1	ESYT1	0.822980954850607
562	ACO1	FABP4	0.839543896044026
563	ACO1	FAM89A	0.878249344512634
564	ACO1	FERMT2	0.806527501656726
565	ACO1	FZD4	0.862408159737229
566	ACO1	GABRE	0.762964243524361
567	ACO1	GBE1	0.828956694614919
568	ACO1	GCOM1	0.796199613910738
569	ACO1	GHR	0.767928659924511
570	ACO1	GNAI1	0.810964646901201
571	ACO1	GPAM	0.818771429394647
572	ACO1	GPD1	0.880029965136716
573	ACO1	GPR109A	0.812370703316334
574	ACO1	GYG2	0.915995332353704
575	ACO1	HRASLS5	0.846303339383986
576	ACO1	hsa-mir-139.MIMAT0000250	0.527825798830207
577	ACO1	hsa-mir-193a.MIMAT0004614	0.49031607456709
578	ACO1	hsa-mir-193b.MIMAT0004767	0.481038407237733
579	ACO1	hsa-mir-215.MIMAT0000272	0.577651482409889
580	ACO1	hsa-mir-224.MIMAT0000281	0.675699426628634
581	ACO1	hsa-mir-224.MIMAT0009198	0.57165269254041
582	ACO1	hsa-mir-22.MIMAT0000077	0.53893594952027
