	from	to	weight
87	ABCC9	CBLC	0.730060218399746
88	ABCC9	CCDC120	0.756197597026536
89	ABCC9	CDK20	0.72926210850837
90	ABCC9	CELF2	0.736672717319273
91	ABCC9	CHRDL1	0.728798225141902
92	ABCC9	DDR1	0.733426974385571
93	ABCC9	DOCK11	0.781572881551272
94	ABCC9	EBF1	0.810777364796727
95	ABCC9	EBF2	0.759776125853574
96	ABCC9	EBF3	0.758223125018008
97	ABCC9	ECM2	0.779543031665082
98	ABCC9	ELMO3	0.767176650243467
99	ABCC9	EPHA1	0.731294839657706
100	ABCC9	F8	0.729292361771401
101	ABCC9	FAM92A1	0.73336646785951
102	ABCC9	FERMT2	0.733638747226784
103	ABCC9	GBE1	0.789708128043334
104	ABCC9	GNAI1	0.729424899876106
105	ABCC9	GPR116	0.730577405134411
106	ABCC9	GRB7	0.740749704670528
107	ABCC9	hsa-mir-141.MIMAT0000432	0.54483533581122
108	ABCC9	hsa-mir-193b.MIMAT0002819	0.47024807675685
109	ABCC9	hsa-mir-193b.MIMAT0004767	0.438124873944737
110	ABCC9	hsa-mir-200a.MIMAT0000682	0.570789754228254
111	ABCC9	hsa-mir-200b.MIMAT0004571	0.47056789696603
112	ABCC9	hsa-mir-200c.MIMAT0000617	0.479545912928228
113	ABCC9	hsa-mir-200c.MIMAT0004657	0.440049557726107
114	ABCC9	hsa-mir-205.MIMAT0000266	0.439577030570202
115	ABCC9	hsa-mir-22.MIMAT0000077	0.497942778113925
116	ABCC9	hsa-mir-342.MIMAT0000753	0.455297202293485
117	ABCC9	hsa-mir-342.MIMAT0004694	0.415792203301928
118	ABCC9	hsa-mir-429.MIMAT0001536	0.496528077909355
119	ABCC9	HSDL2	0.770863226438471
120	ABCC9	HSPB6	0.732522257757801
121	ABCC9	ITSN1	0.740912496038263
122	ABCC9	KIAA0408	0.746611634540583
123	ABCC9	KIAA1522	0.730228772293774
124	ABCC9	LAMA4	0.730777652923041
125	ABCC9	MAGEF1	0.72859221482698
126	ABCC9	MAP7D3	0.786813899213415
127	ABCC9	PCDH9	0.763042037629297
128	ABCC9	PDE6B	0.729664044717204
129	ABCC9	PDE8A	0.752028409254617
130	ABCC9	PFKFB1	0.731549831446106
131	ABCC9	PRKCZ	0.795413029071945
132	ABCC9	PRRG2	0.732513613968364
133	ABCC9	PRSS8	0.778442389143401
134	ABCC9	PTPRM	0.78223701270637
135	ABCC9	RAB25	0.823613392111102
136	ABCC9	RDX	0.7351413259573
137	ABCC9	RTKN	0.777939608724465
138	ABCC9	SAMD10	0.7493200218976
139	ABCC9	SEC23A	0.815733137407439
140	ABCC9	SEMA4B	0.728285360301956
141	ABCC9	SEPT11	0.742031866770392
142	ABCC9	SETD7	0.756062177658686
143	ABCC9	SH2D3A	0.740461578355951
144	ABCC9	SMPDL3B	0.734722102169591
145	ABCC9	SPINT1	0.753842164404875
146	ABCC9	SPINT2	0.745134987178379
147	ABCC9	TACC1	0.750412020629844
148	ABCC9	TBX15	0.749073673898637
149	ABCC9	TEK	0.746443080646556
150	ABCC9	TSPAN3	0.749039098740888
151	ABCC9	YWHAG	0.755805745238713
152	ABCC9	ZEB1	0.876777019045149
153	ABCC9	ZEB2	0.818392543290979
154	ABCC9	ZFPM2	0.798311579796583
155	ABCD1	HAGH	0.73025182239894
156	ABCD1	hsa-mir-193b.MIMAT0004767	0.509581640591235
157	ABCD1	hsa-mir-224.MIMAT0000281	0.420719163281183
158	ABCD1	hsa-mir-652.MIMAT0003322	0.453987668193736
159	ABCD1	MAP7D1	0.743191575186562
160	ABCD1	XRCC5	0.732572679862852
161	ABCD2	ABHD15	0.781153657763564
162	ABCD2	ACER3	0.743903247183565
163	ABCD2	ACO1	0.794691272653931
164	ABCD2	ACOX1	0.762327484369147
165	ABCD2	ACSL1	0.748596824848013
166	ABCD2	ACVR1C	0.822299536116634
167	ABCD2	ADIPOQ	0.868157720344599
168	ABCD2	ADIPOR2	0.74824531074423
169	ABCD2	ADRBK2	0.780989425764255
170	ABCD2	ANO3	0.759002506698937
171	ABCD2	ANO6	0.811015069006252
172	ABCD2	ANTXR2	0.738548419627165
173	ABCD2	AOC3	0.803133373671017
174	ABCD2	APOL6	0.750452358313885
175	ABCD2	AQPEP	0.832322009969171
176	ABCD2	ASAM	0.800191603999193
177	ABCD2	ASPH	0.806737833866367
178	ABCD2	ATP2B4	0.80449477050739
179	ABCD2	BANK1	0.743443685711816
180	ABCD2	C2CD2	0.747826086956522
181	ABCD2	C3orf55	0.747777105483044
182	ABCD2	C7orf58	0.779214567666465
183	ABCD2	CALB2	0.733189270176045
184	ABCD2	CD36	0.745773186965166
185	ABCD2	CDO1	0.777263952516783
186	ABCD2	CIDEC	0.790555219408189
187	ABCD2	CPM	0.748823004004956
188	ABCD2	DMGDH	0.819998847494742
189	ABCD2	DOCK11	0.784628461117354
190	ABCD2	EBF1	0.783717981963293
191	ABCD2	ECM2	0.728390526406777
192	ABCD2	ELOVL3	0.774489296107413
193	ABCD2	ETFDH	0.744066038551301
194	ABCD2	FERMT2	0.798687584637105
195	ABCD2	FZD4	0.78143169965713
196	ABCD2	GBE1	0.77396778747803
197	ABCD2	GCOM1	0.73727634194831
198	ABCD2	GHR	0.794047310340853
199	ABCD2	GNAI1	0.770953986227562
200	ABCD2	GPAM	0.860667876797188
201	ABCD2	GPR109A	0.775948655890743
202	ABCD2	GYG2	0.831327974183882
203	ABCD2	HRASLS5	0.762990174892673
204	ABCD2	HSDL2	0.789131875414182
205	ABCD2	HSPA12A	0.753758607773648
206	ABCD2	KCNIP2	0.823521191690437
207	ABCD2	KIAA0408	0.792818451609186
208	ABCD2	KLB	0.875759933154695
209	ABCD2	LGALS12	0.771589304751203
210	ABCD2	LOC283392	0.84857521537442
211	ABCD2	LPL	0.884279828276716
212	ABCD2	MAOA	0.765737459302158
213	ABCD2	MAPK10	0.792353127611145
214	ABCD2	MMD	0.823322384533379
215	ABCD2	MOSC1	0.831241536289509
216	ABCD2	MYO16	0.749902037053044
217	ABCD2	PALM2-AKAP2	0.757296798916645
218	ABCD2	PCDH9	0.736790849108249
219	ABCD2	PCK1	0.748472930532746
220	ABCD2	PDE3B	0.90650445155156
221	ABCD2	PDE8A	0.741202062984412
222	ABCD2	PECR	0.821589304751203
223	ABCD2	PEX19	0.758233209439018
224	ABCD2	PFKFB1	0.765646699513067
225	ABCD2	PHLDB2	0.758819546489181
226	ABCD2	PLIN1	0.816516840983087
227	ABCD2	PLOD2	0.753065663987092
228	ABCD2	PLXNA4	0.782453107442303
229	ABCD2	PPP2R1B	0.789471864465382
230	ABCD2	PRKAR2B	0.850266516840983
231	ABCD2	PTGER3	0.800207450946495
232	ABCD2	PYGL	0.78084680323854
233	ABCD2	RASGRF2	0.813021868787276
234	ABCD2	RDH5	0.735953842164405
235	ABCD2	RETSAT	0.736702970582303
236	ABCD2	RHOBTB3	0.772316823695508
237	ABCD2	RRAGC	0.800371682945804
238	ABCD2	SEPT11	0.769425476128735
239	ABCD2	SGK2	0.77535223441957
240	ABCD2	SH3D19	0.736558907425015
241	ABCD2	SIK2	0.793587748869104
242	ABCD2	SLC16A7	0.775474688103264
243	ABCD2	SLC19A3	0.799515947791512
244	ABCD2	SLC25A16	0.817055637191345
245	ABCD2	SORBS1	0.784879131011035
246	ABCD2	STX11	0.74979975221137
247	ABCD2	TNS1	0.758743193015818
248	ABCD2	VKORC1L1	0.849891952632034
249	ABCD2	YWHAG	0.762274181000951
250	ABCE1	WDR43	0.772571815483908
251	ABHD11	CLDN3	0.729158383035123
252	ABHD11	CLDN7	0.773212896533841
253	ABHD11	hsa-mir-141.MIMAT0000432	0.44912985852998
254	ABHD11	hsa-mir-200a.MIMAT0000682	0.491101218774311
255	ABHD11	hsa-mir-200b.MIMAT0000318	0.473554326216613
256	ABHD11	hsa-mir-200c.MIMAT0000617	0.433625781542628
257	ABHD11	hsa-mir-200c.MIMAT0004657	0.444276370760942
258	ABHD11	hsa-mir-429.MIMAT0001536	0.48000691503155
259	ABHD11	KRT18	0.760124758694212
260	ABHD11	LLGL2	0.733712219437001
261	ABHD11	RTKN	0.744839657705938
262	ABHD14A	hsa-mir-141.MIMAT0004598	0.418856426657447
263	ABHD14A	hsa-mir-200a.MIMAT0001620	0.442489987610568
264	ABHD14A	hsa-mir-486.MIMAT0002177	0.411006425216815
265	ABHD14A	ZCCHC6	0.740497594145273
266	ABHD15	ACACB	0.812945515313914
267	ABHD15	ACO1	0.818578384763881
268	ABHD15	ACSM5	0.78856138531132
269	ABHD15	ADH1A	0.774077275477569
270	ABHD15	ADH1B	0.754346385455384
271	ABHD15	ADIPOQ	0.829236177140058
272	ABHD15	ADRB1	0.73690609963408
273	ABHD15	AGPAT2	0.785387673956263
274	ABHD15	AIFM2	0.80734433975855
275	ABHD15	ALDH1L1	0.789188060045524
276	ABHD15	ALDH2	0.807461030915954
277	ABHD15	AOC3	0.864775117411473
278	ABHD15	AQP7	0.848124297692108
279	ABHD15	AQP7P1	0.810124758694212
280	ABHD15	AQPEP	0.790481747197972
281	ABHD15	AVPI1	0.794169764024548
282	ABHD15	BOK	0.803186677039214
283	ABHD15	C10orf116	0.754440026507621
284	ABHD15	C10orf58	0.851977987149566
285	ABHD15	C14orf180	0.77641253925721
286	ABHD15	C2CD2	0.805001872821045
287	ABHD15	CALB2	0.797298815800847
288	ABHD15	CAMK1	0.788855274152188
289	ABHD15	CAT	0.737839628893307
290	ABHD15	CCDC69	0.730914512922465
291	ABHD15	CD36	0.76669836056127
292	ABHD15	CDO1	0.780542829976662
293	ABHD15	CEBPA	0.873345434638546
294	ABHD15	CIDEA	0.820212060967528
295	ABHD15	CIDEC	0.889723974990636
296	ABHD15	CPM	0.786132480479442
297	ABHD15	DGAT1	0.735478433745354
298	ABHD15	DGAT2	0.737514046157836
299	ABHD15	DHDDS	0.750037456420895
300	ABHD15	DHDPSL	0.730548592502953
301	ABHD15	DMGDH	0.754725271559052
302	ABHD15	DOCK11	0.742511597084162
303	ABHD15	DTX1	0.786370184688968
304	ABHD15	EBF1	0.731666522603509
305	ABHD15	ELMOD3	0.776583974414383
306	ABHD15	ESYT1	0.778139856513095
307	ABHD15	FABP4	0.80570922292333
308	ABHD15	FAH	0.761176419742415
309	ABHD15	FAM89A	0.820092488546979
310	ABHD15	FBXO27	0.771779468118823
311	ABHD15	FZD4	0.7623087561587
312	ABHD15	G0S2	0.744272048866223
313	ABHD15	GABRE	0.731362549341631
314	ABHD15	GDPD5	0.75471950903276
315	ABHD15	GPD1	0.838686720258161
316	ABHD15	GPR109A	0.83972109372749
317	ABHD15	GPR146	0.766394387299392
318	ABHD15	GYG2	0.886192987005503
319	ABHD15	HRASLS5	0.794113579393206
320	ABHD15	hsa-mir-193a.MIMAT0004614	0.472071916328118
321	ABHD15	hsa-mir-200b.MIMAT0000318	0.466800645402945
322	ABHD15	hsa-mir-200c.MIMAT0000617	0.419203618866511
323	ABHD15	hsa-mir-215.MIMAT0000272	0.577377762411041
324	ABHD15	hsa-mir-224.MIMAT0000281	0.634184746592906
325	ABHD15	hsa-mir-335.MIMAT0004703	0.54686518569741
326	ABHD15	hsa-mir-378a.MIMAT0000732	0.550237704209525
327	ABHD15	hsa-mir-429.MIMAT0001536	0.417701040135996
328	ABHD15	ITGA7	0.778141297144668
329	ABHD15	KCNIP2	0.881225689342208
330	ABHD15	KLB	0.774715475264356
331	ABHD15	LGALS12	0.858550148385052
332	ABHD15	LIPE	0.875409859682485
333	ABHD15	LPL	0.827408015674072
334	ABHD15	MAPK10	0.766166767510877
335	ABHD15	MCAM	0.768422796554009
336	ABHD15	MGC45800	0.773212896533841
337	ABHD15	MGLL	0.795235831388481
338	ABHD15	MLXIPL	0.810931512375025
339	ABHD15	MOSC1	0.853401331143573
340	ABHD15	MYO16	0.799756533264183
341	ABHD15	MYOM1	0.744583225285965
342	ABHD15	NAT8L	0.813369060996341
343	ABHD15	NPR1	0.792517359610453
344	ABHD15	PCK1	0.817216987927507
345	ABHD15	PDE1B	0.735595124902757
346	ABHD15	PDE3B	0.873263318638891
347	ABHD15	PECR	0.830682571239231
348	ABHD15	PFKFB1	0.827965540092777
349	ABHD15	PKDCC	0.739327801308094
350	ABHD15	PLA2G16	0.817967556976979
351	ABHD15	PLIN1	0.860267381219927
352	ABHD15	PLIN5	0.750239144841098
353	ABHD15	PNPLA2	0.785345895640649
354	ABHD15	PPARG	0.813845910046964
355	ABHD15	PRKAR2B	0.792079407612297
356	ABHD15	PTH1R	0.747921168640332
357	ABHD15	PTPRS	0.756848762497479
358	ABHD15	PYGL	0.816336762036477
359	ABHD15	RBP4	0.833295876912439
360	ABHD15	RDH5	0.813554902469243
361	ABHD15	RETSAT	0.79325064108105
362	ABHD15	SGCG	0.782417091652981
363	ABHD15	SGK2	0.749187483792895
364	ABHD15	SH3KBP1	0.757979658282191
365	ABHD15	SLC19A3	0.812415362895093
366	ABHD15	SLC7A10	0.84875529432103
367	ABHD15	SNN	0.798689025268678
368	ABHD15	SPTBN1	0.736891693318351
369	ABHD15	STBD1	0.782241334601089
370	ABHD15	STX11	0.790321837093382
371	ABHD15	STXBP1	0.745956147174921
372	ABHD15	TFE3	0.742762266977843
373	ABHD15	THRSP	0.76474342351687
374	ABHD15	TMEM132C	0.843728930763247
375	ABHD15	TNS1	0.76652836603567
376	ABHD15	TUSC5	0.845042786757715
377	ABHD15	TYRO3	0.861814619529202
378	ABHD15	VEGFB	0.730616302186879
379	ABHD5	EIF4EBP2	0.742850145503789
380	ABHD5	hsa-mir-193b.MIMAT0002819	0.422293773590342
381	ABHD5	hsa-mir-224.MIMAT0000281	0.44884029158383
382	ABHD5	hsa-mir-224.MIMAT0009198	0.425891030627827
383	ABHD5	hsa-mir-335.MIMAT0004703	0.411467427320137
384	ABHD5	hsa-mir-378a.MIMAT0000731	0.508574639121791
385	ABHD5	hsa-mir-652.MIMAT0003322	0.459234448382171
386	ABHD6	ARHGEF15	0.729651079033048
387	ABHD6	DOCK11	0.736900337107788
388	ABHD6	EHD2	0.758659636384591
389	ABHD6	EPAS1	0.74065606361829
390	ABHD6	FABP4	0.740365056040568
391	ABHD6	hsa-mir-139.MIMAT0000250	0.515404673408822
392	ABHD6	hsa-mir-141.MIMAT0000432	0.471208978015962
393	ABHD6	hsa-mir-141.MIMAT0004598	0.493463854553836
394	ABHD6	hsa-mir-200a.MIMAT0000682	0.527285561990377
395	ABHD6	hsa-mir-200a.MIMAT0001620	0.45904428501455
396	ABHD6	hsa-mir-215.MIMAT0000272	0.567356729190077
397	ABHD6	hsa-mir-224.MIMAT0009198	0.552591696199614
398	ABHD6	hsa-mir-22.MIMAT0000077	0.557926354913994
399	ABHD6	hsa-mir-22.MIMAT0004495	0.482239893969516
400	ABHD6	hsa-mir-452.MIMAT0001635	0.655189154925519
401	ABHD6	hsa-mir-452.MIMAT0001636	0.547648889273057
402	ABHD6	KCNE3	0.745414469703518
403	ABHD6	KDM1A	0.766031348143026
404	ABHD6	LOC158376	0.731306364710289
405	ABHD6	NRP1	0.728874578615265
406	ABHD6	PDE2A	0.740084132883856
407	ABHD6	TMEM22	0.731938801970784
408	ABI1	CDC42SE2	0.750762094102054
409	ABI1	PACS2	0.759477915117988
410	ABI1	POLR2E	0.732637508283632
411	ABI2	ANKRD57	0.732493445126344
412	ABI2	AP1M1	0.769511914023108
413	ABI2	ATL1	0.72773215777797
414	ABI2	C6orf170	0.73551156827153
415	ABI2	CPSF6	0.737849713314317
416	ABI2	CRISPLD1	0.738827902152304
417	ABI2	DCAF16	0.728554758406085
418	ABI2	DSC2	0.751878583571038
419	ABI2	DSG2	0.74266574466246
420	ABI2	EXPH5	0.740025066989368
421	ABI2	FAM13B	0.735808338375544
422	ABI2	FRMD6	0.738574350995476
423	ABI2	GPX4	0.742469818768548
424	ABI2	hsa-mir-130a.MIMAT0000425	0.429711585559109
425	ABI2	hsa-mir-193b.MIMAT0002819	0.457237733022157
426	ABI2	hsa-mir-193b.MIMAT0004767	0.530086149768058
427	ABI2	hsa-mir-200a.MIMAT0000682	0.478694499668655
428	ABI2	hsa-mir-200a.MIMAT0001620	0.461251332584205
429	ABI2	hsa-mir-200c.MIMAT0000617	0.476023568732532
430	ABI2	hsa-mir-203a.MIMAT0000264	0.477115567464777
431	ABI2	hsa-mir-215.MIMAT0000272	0.421544645172444
432	ABI2	hsa-mir-224.MIMAT0000281	0.451362837467946
433	ABI2	hsa-mir-224.MIMAT0009198	0.426396692309909
434	ABI2	hsa-mir-22.MIMAT0000077	0.502986429250583
435	ABI2	hsa-mir-22.MIMAT0004495	0.411621574898435
436	ABI2	hsa-mir-31.MIMAT0000089	0.416488028351629
437	ABI2	hsa-mir-378a.MIMAT0000731	0.410820583743913
438	ABI2	hsa-mir-652.MIMAT0003322	0.511942835739188
439	ABI2	IFT81	0.805432621661336
440	ABI2	IMPDH1	0.74442043391823
441	ABI2	ITGA2	0.794241795603192
442	ABI2	KCTD3	0.745732849281125
443	ABI2	LY75	0.751269196415709
444	ABI2	MAP7D1	0.741095456248019
445	ABI2	MCTP2	0.764972483936958
446	ABI2	NEBL	0.756848762497479
447	ABI2	PIK3C2G	0.768296020975596
448	ABI2	PRKCI	0.773753133373671
449	ABI2	PTPRK	0.738103264471144
450	ABI2	RAD18	0.770856023280606
451	ABI2	RILP	0.796944420433918
452	ABI2	SAMD5	0.740938427406575
453	ABI2	SEMA5A	0.742438124873945
454	ABI2	SUDS3	0.754226813034834
455	ABI2	TESK1	0.735013109747313
456	ABI2	TEX9	0.815335523093324
457	ABI2	TMEM67	0.736590601319619
458	ABI2	TNIP1	0.748331748638603
459	ABI2	TRIM2	0.751714351571729
460	ABI2	WDR35	0.804028005877777
461	ABI2	ZNF146	0.754641714927824
462	ABI2	ZNF561	0.756207681447547
463	ABI2	ZNF627	0.74242083729507
464	ABI2	ZNF711	0.730684011870804
465	ABI2	ZZZ3	0.73456651395972
466	ABLIM3	AFAP1L1	0.734866165326879
467	ABLIM3	AOC3	0.759516812170456
468	ABLIM3	BTNL9	0.849188924424468
469	ABLIM3	C10orf58	0.768022300976748
470	ABLIM3	CCDC85A	0.728645518195177
471	ABLIM3	CD300LG	0.83311147607111
472	ABLIM3	CD36	0.766034229406172
473	ABLIM3	EHD2	0.756177428184516
474	ABLIM3	EPAS1	0.78112196386896
475	ABLIM3	FABP4	0.767755784135765
476	ABLIM3	FZD4	0.76244849742127
477	ABLIM3	GPR116	0.757959489440171
478	ABLIM3	GPR146	0.767614602241623
479	ABLIM3	hsa-mir-139.MIMAT0000250	0.506027602500936
480	ABLIM3	hsa-mir-193b.MIMAT0002819	0.49571556170225
481	ABLIM3	hsa-mir-200a.MIMAT0001620	0.463928026046619
482	ABLIM3	hsa-mir-200b.MIMAT0000318	0.511078456795459
483	ABLIM3	hsa-mir-215.MIMAT0000272	0.575359437577434
484	ABLIM3	hsa-mir-224.MIMAT0009198	0.57644711441496
485	ABLIM3	hsa-mir-22.MIMAT0004495	0.421966750223298
486	ABLIM3	hsa-mir-452.MIMAT0001635	0.587822341314432
487	ABLIM3	hsa-mir-452.MIMAT0001636	0.520033422652491
488	ABLIM3	LOC158376	0.779893105137292
489	ABLIM3	MGLL	0.765799406459792
490	ABLIM3	NPR1	0.752549917884
491	ABLIM3	PDE2A	0.789199585098107
492	ABLIM3	PPARG	0.773511107269427
493	ABLIM3	PTPRM	0.757007231970496
494	ABLIM3	ROBO4	0.738928746362405
495	ABLIM3	SCN4A	0.768307546028179
496	ABLIM3	TMEM140	0.729380240297346
497	ACAA2	ACAT1	0.868360849396375
498	ACAA2	ACO1	0.753525225458841
499	ACAA2	ALDH2	0.742693116662345
500	ACAA2	AQP7	0.775324862419685
501	ACAA2	AQPEP	0.738754429942087
502	ACAA2	C10orf58	0.76161869363529
503	ACAA2	CALB2	0.760398478693059
504	ACAA2	CAT	0.781667963235082
505	ACAA2	CCDC69	0.77473276284323
506	ACAA2	CD36	0.739435848676059
507	ACAA2	CD99L2	0.787004062581036
508	ACAA2	CIDEC	0.746683666119227
509	ACAA2	COPZ2	0.771546085804016
510	ACAA2	COX7A1	0.758522776385167
511	ACAA2	DECR1	0.739274497939897
512	ACAA2	FABP4	0.767555536347135
513	ACAA2	FAM89A	0.730787737344052
514	ACAA2	GPD1	0.744666781917192
515	ACAA2	GYG2	0.741555017719768
516	ACAA2	GYPC	0.748082519376495
517	ACAA2	hsa-mir-133a.MIMAT0000427	0.452122050306855
518	ACAA2	hsa-mir-193b.MIMAT0002819	0.517626127294206
519	ACAA2	hsa-mir-193b.MIMAT0004767	0.569269887918864
520	ACAA2	hsa-mir-196a.MIMAT0000226	0.438855274152188
521	ACAA2	hsa-mir-200a.MIMAT0000682	0.582448785547584
522	ACAA2	hsa-mir-200a.MIMAT0001620	0.552436107989743
523	ACAA2	hsa-mir-200b.MIMAT0000318	0.573888552741522
524	ACAA2	hsa-mir-200c.MIMAT0000617	0.5020399343072
525	ACAA2	hsa-mir-200c.MIMAT0004657	0.47697726683378
526	ACAA2	hsa-mir-31.MIMAT0004504	0.455900826922523
527	ACAA2	hsa-mir-342.MIMAT0000753	0.410908462269859
528	ACAA2	hsa-mir-429.MIMAT0001536	0.483372230385801
529	ACAA2	hsa-mir-891a.MIMAT0004902	0.450131097473132
530	ACAA2	HSPB6	0.801251908836834
531	ACAA2	IAH1	0.75233958567436
532	ACAA2	ILDR1	0.729244820929496
533	ACAA2	ITGB1BP1	0.761004984585242
534	ACAA2	MGST3	0.832417091652981
535	ACAA2	MOSC1	0.731539747025096
536	ACAA2	MSRB2	0.755108479557438
537	ACAA2	NDN	0.755987264816896
538	ACAA2	OPTN	0.745126343388942
539	ACAA2	PFKFB1	0.773465007059095
540	ACAA2	PGM1	0.735763678796785
541	ACAA2	PHYH	0.862526291526205
542	ACAA2	PPARG	0.74317572823926
543	ACAA2	PPP1R1A	0.784155933961449
544	ACAA2	PRDX6	0.79637537096263
545	ACAA2	RTN4	0.74867029705823
546	ACAA2	SERPINF1	0.759505287117872
547	ACAA2	SGCG	0.791913734981416
548	ACAA2	SLC25A20	0.729675569769787
549	ACAA2	TK2	0.740272855619904
550	ACAA2	TMBIM1	0.797817443167084
551	ACAA2	TSPAN3	0.837382948684703
552	ACAA2	TTC7B	0.800697265681275
553	ACAA2	VEGFB	0.785621056271069
554	ACAA2	VTI1B	0.800332785893336
555	ACACB	ACO1	0.825615869997407
556	ACACB	ACSL1	0.744423315181376
557	ACACB	ACSM5	0.822603509378512
558	ACACB	ACSS2	0.736458063214913
559	ACACB	ADH1A	0.777565044515516
560	ACACB	ADH1B	0.741157403405653
561	ACACB	ADIPOQ	0.832385397758377
562	ACACB	ALDH1L1	0.861653268793039
563	ACACB	ALDH2	0.827333102832282
564	ACACB	AOC3	0.835832829112283
565	ACACB	AQP7	0.856390641657302
566	ACACB	AQP7P1	0.789631774569972
567	ACACB	AQPEP	0.760271703114645
568	ACACB	BOK	0.76999308496845
569	ACACB	C10orf58	0.818258564554701
570	ACACB	C19orf12	0.732120321548967
571	ACACB	CAT	0.756125565447892
572	ACACB	CD36	0.752065865675512
573	ACACB	CIDEA	0.810688045639208
574	ACACB	CIDEC	0.827844527040655
575	ACACB	CNTFR	0.764746304780016
576	ACACB	CPM	0.730709943239116
577	ACACB	DAAM2	0.727874780303685
578	ACACB	DHDPSL	0.739438729939205
579	ACACB	DMGDH	0.769406747918287
580	ACACB	ECHDC3	0.737911660471951
581	ACACB	ESYT1	0.78338663670153
582	ACACB	FRMD4A	0.735724781744317
583	ACACB	FZD4	0.755890742501513
