	from	to	weight
100	ABCB5	hsa-mir-140.MIMAT0004597	0.21935383605878
101	ABCB5	hsa-mir-204.MIMAT0000265	0.233702002498086
102	ABCB5	hsa-mir-99a.MIMAT0000097	0.24067822463205
103	ABCC11	ABCC12	0.701045569926266
104	ABCC8	hsa-mir-342.MIMAT0004694	0.215121767309607
105	ABCC8	hsa-mir-584.MIMAT0003249	0.223447761795399
106	ABCC9	AKAP12	0.580865465973649
107	ABCC9	AVPR1A	0.650724099624136
108	ABCC9	CD93	0.597587965441223
109	ABCC9	CNRIP1	0.595569062872339
110	ABCC9	EBF1	0.578986145407033
111	ABCC9	ECM2	0.572758197924401
112	ABCC9	ELTD1	0.585372381758215
113	ABCC9	ERG	0.596030978570565
114	ABCC9	GPR116	0.60678598769376
115	ABCC9	HEG1	0.61814968946602
116	ABCC9	hsa-mir-10b.MIMAT0000254	0.236336792664606
117	ABCC9	hsa-mir-10b.MIMAT0004556	0.271976250913758
118	ABCC9	hsa-mir-337.MIMAT0000754	0.363916181727133
119	ABCC9	hsa-mir-376c.MIMAT0000720	0.241134384371421
120	ABCC9	hsa-mir-377.MIMAT0004689	0.272841083731933
121	ABCC9	hsa-mir-410.MIMAT0002171	0.224968773923204
122	ABCC9	hsa-mir-431.MIMAT0004757	0.288598021101345
123	ABCC9	hsa-mir-432.MIMAT0002814	0.260670108730063
124	ABCC9	hsa-mir-495.MIMAT0002817	0.271648161258943
125	ABCC9	hsa-mir-655.MIMAT0003331	0.22592858006251
126	ABCC9	hsa-mir-758.MIMAT0003879	0.319523349047101
127	ABCC9	hsa-mir-889.MIMAT0004921	0.232851559577052
128	ABCC9	JAM3	0.572627249860418
129	ABCC9	KIAA1462	0.602457506633743
130	ABCC9	LAMA4	0.584429843495479
131	ABCC9	LDB2	0.573407182285461
132	ABCC9	ZEB1	0.631034403366085
133	ABCD2	BTLA	0.606850742230895
134	ABCD2	CD247	0.576634836214191
135	ABCD2	CD3E	0.571642980895973
136	ABCD2	CD3G	0.624625143179477
137	ABCD2	CD40LG	0.582363454266029
138	ABCD2	CD69	0.601031467827068
139	ABCD2	CD96	0.632768385971577
140	ABCD2	CLIC2	0.576693834792469
141	ABCD2	GPR171	0.599391019552992
142	ABCD2	GRAP2	0.666686812522664
143	ABCD2	GVIN1	0.618834648569932
144	ABCD2	hsa-mir-125b-2.MIMAT0004603	0.219723656415304
145	ABCD2	hsa-mir-193b.MIMAT0002819	0.215933357508361
146	ABCD2	hsa-mir-204.MIMAT0000265	0.248047290957964
147	ABCD2	hsa-mir-378c.MIMAT0016847	0.223873702750773
148	ABCD2	hsa-mir-511.MIMAT0002808	0.254082413818906
149	ABCD2	hsa-mir-99a.MIMAT0000097	0.235823073336672
150	ABCD2	HSD11B1	0.599001053340471
151	ABCD2	IKZF1	0.57367339538257
152	ABCD2	IPCEF1	0.582682909982559
153	ABCD2	ITK	0.588663351234365
154	ABCD2	ITPRIPL1	0.593475332838321
155	ABCD2	KLRB1	0.585697593433602
156	ABCD2	LCK	0.583822589836128
157	ABCD2	PRKCB	0.599804009600939
158	ABCD2	SCML4	0.598183707182861
159	ABCD2	SLFN12L	0.592750082022414
160	ABCD2	TAGAP	0.578659494741932
161	ABCD2	THEMIS	0.593542965354884
162	ABCD2	ZNF831	0.605334047072231
163	ABCE1	NAA15	0.692846206535316
164	ABCG2	hsa-let-7c.MIMAT0000064	0.289000938221294
165	ABCG2	hsa-mir-10b.MIMAT0004556	0.226481152112725
166	ABCG2	hsa-mir-195.MIMAT0000461	0.287536046692338
167	ABCG2	hsa-mir-204.MIMAT0000265	0.213489952973816
168	ABCG2	hsa-mir-218.MIMAT0000275	0.296119620336954
169	ABCG2	hsa-mir-411.MIMAT0003329	0.236496520522871
170	ABCG2	hsa-mir-99a.MIMAT0000097	0.279802915968757
171	ABHD14A	TEX264	0.567618126665631
172	ABHD15	hsa-mir-106b.MIMAT0000680	0.259351994151946
173	ABHD4	hsa-mir-127.MIMAT0004604	0.218808458957135
174	ABHD4	hsa-mir-152.MIMAT0000438	0.29433959006061
175	ABHD4	hsa-mir-196b.MIMAT0001080	0.220925212826579
176	ABHD4	hsa-mir-214.MIMAT0004564	0.214836847346215
177	ABHD4	hsa-mir-370.MIMAT0000722	0.214094328653739
178	ABHD8	hsa-mir-181c.MIMAT0000258	0.290510438431386
179	ABI3	AIF1	0.690666137118452
180	ABI3	ARHGAP25	0.621325539765042
181	ABI3	CD37	0.605229000823102
182	ABI3	CYTH4	0.602163952732066
183	ABI3	FAM78A	0.623076790247103
184	ABI3	FERMT3	0.599006809299327
185	ABI3	GIMAP1	0.609200612434022
186	ABI3	GIMAP4	0.606637771753208
187	ABI3	GMFG	0.669187776645773
188	ABI3	GNGT2	0.72383053305935
189	ABI3	HCLS1	0.694798915577351
190	ABI3	HVCN1	0.565145942336804
191	ABI3	LST1	0.698855427581404
192	ABI3	LYL1	0.645807071771051
193	ABI3	MFNG	0.606101028589848
194	ABI3	MYO1F	0.696347268509725
195	ABI3	NCF4	0.598931981834194
196	ABI3	PLEKHO2	0.601240121335613
197	ABI3	PRAM1	0.678174267410337
198	ABI3	RASAL3	0.64157212504245
199	ABI3	SPI1	0.658865903426522
200	ABI3	TNFAIP8L2	0.647126625338882
201	ABI3	WAS	0.663921074292161
202	ABI3BP	ANK2	0.630647315132991
203	ABI3BP	BHLHE22	0.609157442742599
204	ABI3BP	CHRDL1	0.592577403256721
205	ABI3BP	FREM1	0.682071051556123
206	ABI3BP	GDF10	0.594554575123897
207	ABI3BP	hsa-mir-125b-2.MIMAT0004603	0.262887591879493
208	ABI3BP	hsa-mir-139.MIMAT0004552	0.247136410468938
209	ABI3BP	hsa-mir-141.MIMAT0000432	0.241960364467315
210	ABI3BP	hsa-mir-210.MIMAT0000267	0.278417168874077
211	ABI3BP	IGF1	0.650436301681316
212	ABI3BP	ITM2A	0.636004673838591
213	ABI3BP	MFAP4	0.58407585202581
214	ABI3BP	SELP	0.590312433446726
215	ABI3BP	TNXB	0.581364795404442
216	ABI3BP	XPNPEP2	0.582092924199778
217	ABL1	hsa-mir-29b.MIMAT0000100	0.213183448164713
218	ABLIM2	hsa-mir-95.MIMAT0000094	0.510511819861512
219	ABLIM3	hsa-mir-188.MIMAT0004613	0.226766072076117
220	ABLIM3	hsa-mir-18a.MIMAT0000072	0.214544732434253
221	ABT1	hsa-let-7b.MIMAT0000063	0.220159670298677
222	ACACB	hsa-mir-1234.MIMAT0005589	0.214446881133694
223	ACACB	hsa-mir-139.MIMAT0000250	0.26961918576206
224	ACACB	hsa-mir-139.MIMAT0004552	0.23457690824426
225	ACACB	hsa-mir-140.MIMAT0004597	0.231775195270904
226	ACADSB	hsa-let-7a.MIMAT0000062	0.237138309935361
227	ACADSB	hsa-mir-10a.MIMAT0000253	0.286248150898217
228	ACADSB	hsa-mir-190b.MIMAT0004929	0.273268463677022
229	ACADSB	hsa-mir-197.MIMAT0000227	0.216527660260284
230	ACADSB	hsa-mir-224.MIMAT0000281	0.213353248950977
231	ACADSB	hsa-mir-452.MIMAT0001636	0.254509793763994
232	ACADSB	hsa-mir-505.MIMAT0002876	0.22426222997358
233	ACADSB	hsa-mir-942.MIMAT0004985	0.218165230554932
234	ACAP1	AKNA	0.682784790454318
235	ACAP1	AMICA1	0.732926387042185
236	ACAP1	ARHGAP30	0.670894418446697
237	ACAP1	ASB2	0.581005047975917
238	ACAP1	BCL11B	0.576437694623359
239	ACAP1	BTLA	0.778287659799808
240	ACAP1	C5orf20	0.755183240950194
241	ACAP1	CARD11	0.685228194988862
242	ACAP1	CCL5	0.759947735893584
243	ACAP1	CCR2	0.657904658297503
244	ACAP1	CCR5	0.795351199829624
245	ACAP1	CCR7	0.680941444630554
246	ACAP1	CD2	0.843430724157184
247	ACAP1	CD244	0.633840433308583
248	ACAP1	CD247	0.881438759475747
249	ACAP1	CD27	0.804565050969016
250	ACAP1	CD3D	0.868841843518503
251	ACAP1	CD3E	0.852601405605153
252	ACAP1	CD3G	0.778463216544928
253	ACAP1	CD40LG	0.770954568216746
254	ACAP1	CD5	0.834890320203991
255	ACAP1	CD52	0.74183948933133
256	ACAP1	CD6	0.809228816632419
257	ACAP1	CD7	0.771095589208728
258	ACAP1	CD79B	0.605348436969373
259	ACAP1	CIITA	0.663935464189302
260	ACAP1	CORO1A	0.754118388561759
261	ACAP1	CSF2RB	0.678805983894827
262	ACAP1	CST7	0.618536777699113
263	ACAP1	CTSW	0.721605854961349
264	ACAP1	CXCR3	0.815046652046531
265	ACAP1	CXCR5	0.586982611248295
266	ACAP1	CXCR6	0.766506651010459
267	ACAP1	CYTIP	0.658016899495202
268	ACAP1	DOK2	0.698025130516367
269	ACAP1	FCN1	0.60573696419218
270	ACAP1	FCRL3	0.699972083599546
271	ACAP1	FCRLA	0.584828443646285
272	ACAP1	GBP4	0.616287636775972
273	ACAP1	GFI1	0.717897578468109
274	ACAP1	GIMAP5	0.651863779477704
275	ACAP1	GPR114	0.606829157385183
276	ACAP1	GPR171	0.738463619462048
277	ACAP1	GPR18	0.593396188404045
278	ACAP1	GPR55	0.653498471792924
279	ACAP1	GZMB	0.722080721567002
280	ACAP1	GZMM	0.756180460822066
281	ACAP1	HCST	0.69775603943983
282	ACAP1	HLA-DOB	0.585427063367351
283	ACAP1	HLA-E	0.582590814640857
284	ACAP1	hsa-mir-142.MIMAT0000433	0.560038967841458
285	ACAP1	hsa-mir-146a.MIMAT0000449	0.461908503278019
286	ACAP1	hsa-mir-223.MIMAT0000280	0.394832875734604
287	ACAP1	hsa-mir-223.MIMAT0004570	0.367912256163193
288	ACAP1	IKZF1	0.736299378932039
289	ACAP1	IL12RB1	0.731842827787467
290	ACAP1	IL18BP	0.656870024693064
291	ACAP1	IL18RAP	0.670700154835293
292	ACAP1	IL2RA	0.584237018873789
293	ACAP1	IL2RB	0.779240270990543
294	ACAP1	IL2RG	0.854867814404863
295	ACAP1	IPCEF1	0.576368623117082
296	ACAP1	IRF8	0.671114583872954
297	ACAP1	ITGB7	0.650480910362453
298	ACAP1	ITK	0.7945324146823
299	ACAP1	JAK3	0.733523567773538
300	ACAP1	KIAA0748	0.732362303074258
301	ACAP1	LAMP3	0.625016548381712
302	ACAP1	LAT	0.813488226186159
303	ACAP1	LCK	0.878937795352639
304	ACAP1	LGALS2	0.597141878629852
305	ACAP1	LIMD2	0.681151537128813
306	ACAP1	LTB	0.775683088417284
307	ACAP1	LY9	0.764648915289554
308	ACAP1	MAL	0.616894890435323
309	ACAP1	MAP4K1	0.845461138643781
310	ACAP1	MYO1G	0.74959996085948
311	ACAP1	NKG7	0.770378972331106
312	ACAP1	NLRC3	0.637253716910432
313	ACAP1	PARP15	0.608004811981604
314	ACAP1	PDCD1	0.769689696258051
315	ACAP1	PIK3CD	0.663764224413324
316	ACAP1	PLA2G2D	0.684622380319226
317	ACAP1	PLAC8	0.637950187932057
318	ACAP1	PRF1	0.816645369618898
319	ACAP1	PRKCB	0.763231510421164
320	ACAP1	PRKCQ	0.752167118509437
321	ACAP1	PSTPIP1	0.719824385695291
322	ACAP1	PTPN7	0.826077947194834
323	ACAP1	PTPRCAP	0.862382218691901
324	ACAP1	PVRIG	0.682698451071472
325	ACAP1	PYHIN1	0.768373020669648
326	ACAP1	RASAL3	0.695400413277846
327	ACAP1	RASGRP2	0.596697230808194
328	ACAP1	RUNX3	0.613162151116944
329	ACAP1	S1PR4	0.834916222018845
330	ACAP1	SAMD3	0.709758652645151
331	ACAP1	SASH3	0.751955587021464
332	ACAP1	SCML4	0.786127275762233
333	ACAP1	SEPT1	0.792997012657354
334	ACAP1	SH2D1A	0.771672624084083
335	ACAP1	SIRPG	0.821796952795381
336	ACAP1	SIT1	0.840886590342652
337	ACAP1	SLA2	0.803929017515383
338	ACAP1	SLAMF1	0.848572234405668
339	ACAP1	SLAMF6	0.776821329281138
340	ACAP1	SNX20	0.808316497153678
341	ACAP1	SP140	0.69735600029931
342	ACAP1	SPIB	0.700252686593796
343	ACAP1	SPN	0.756049512758083
344	ACAP1	SPOCK2	0.846678523941911
345	ACAP1	STAT4	0.649522543212861
346	ACAP1	TBC1D10C	0.895997018413312
347	ACAP1	TBX21	0.847631135132646
348	ACAP1	TCL1A	0.670058365422804
349	ACAP1	TIGIT	0.751057657439865
350	ACAP1	TMC8	0.80609613602482
351	ACAP1	TNFRSF8	0.62313866680481
352	ACAP1	TOX	0.609048079524327
353	ACAP1	TRAF1	0.721716657169335
354	ACAP1	TRAF3IP3	0.763371092423431
355	ACAP1	UBASH3A	0.836135046306689
356	ACAP1	WNT10A	0.63145027139346
357	ACAP1	XCL1	0.604997323479132
358	ACAP1	XCL2	0.677397212964722
359	ACAP1	ZAP70	0.825144042870382
360	ACAP1	ZNF831	0.756400626248323
361	ACAP2	UBXN7	0.569841365773917
362	ACBD7	hsa-mir-493.MIMAT0002813	0.239738564348742
363	ACBD7	hsa-mir-942.MIMAT0004985	0.258313043578364
364	ACE2	hsa-mir-190b.MIMAT0004929	0.252188703355148
365	ACE2	hsa-mir-342.MIMAT0004694	0.225217719143744
366	ACE2	hsa-mir-378c.MIMAT0016847	0.231662954073204
367	ACHE	hsa-mir-150.MIMAT0000451	0.262241485497862
368	ACHE	hsa-mir-150.MIMAT0004610	0.226489786051009
369	ACHE	hsa-mir-193b.MIMAT0002819	0.222693731185209
370	ACHE	hsa-mir-193b.MIMAT0004767	0.260445626334663
371	ACHE	hsa-mir-223.MIMAT0000280	0.256720081964854
372	ACHE	hsa-mir-223.MIMAT0004570	0.21720686340534
373	ACHE	hsa-mir-511.MIMAT0002808	0.247665958683727
374	ACN9	hsa-mir-365a.MIMAT0000710	0.216851432945957
375	ACO2	L3MBTL2	0.610153223624758
376	ACOT1	ACOT2	0.707746945024837
377	ACOT4	hsa-mir-10a.MIMAT0000253	0.213986404425181
378	ACOT4	hsa-mir-18a.MIMAT0000072	0.224436347728986
379	ACOX2	hsa-mir-29b-2.MIMAT0004515	0.256809299327128
380	ACSL4	CCDC82	0.599801131621511
381	ACSL4	CELF2	0.568900266500895
382	ACSL4	DSE	0.574752637668146
383	ACSL4	FAM126A	0.597783668042341
384	ACSL4	FAM49A	0.582659886147134
385	ACSL4	GLIPR1	0.674451601019956
386	ACSL4	hsa-mir-141.MIMAT0000432	0.240088238849269
387	ACSL4	hsa-mir-146b.MIMAT0004766	0.219945260831276
388	ACSL4	KCTD12	0.618588581328821
389	ACSL4	ZEB2	0.642380837261775
390	ACSL5	hsa-mir-142.MIMAT0000433	0.225476737292282
391	ACSL5	hsa-mir-146a.MIMAT0000449	0.229415252139778
392	ACSL5	hsa-mir-150.MIMAT0000451	0.258146120771529
393	ACSL5	hsa-mir-150.MIMAT0004610	0.249304967968089
394	ACSL5	hsa-mir-223.MIMAT0004570	0.260953589703741
395	ACSM5	hsa-mir-139.MIMAT0004552	0.244913171360651
396	ACTA2	CNN1	0.643681683963323
397	ACTA2	DACT3	0.566489958729775
398	ACTA2	DKK3	0.597733303402347
399	ACTA2	hsa-mir-136.MIMAT0004606	0.224840703838649
400	ACTA2	hsa-mir-199b.MIMAT0000263	0.351481871607582
401	ACTA2	hsa-mir-214.MIMAT0000271	0.25597468529295
402	ACTA2	hsa-mir-214.MIMAT0004564	0.334248530791502
403	ACTA2	hsa-mir-22.MIMAT0000077	0.218771045224569
404	ACTA2	hsa-mir-377.MIMAT0004689	0.228406520350193
405	ACTA2	hsa-mir-485.MIMAT0002176	0.231591004587499
406	ACTA2	hsa-mir-758.MIMAT0003879	0.279326610373389
407	ACTA2	MSRB3	0.592893980993824
408	ACTA2	TAGLN	0.780867768357192
409	ACTA2	TGFB1I1	0.632031623237957
410	ACTG2	hsa-mir-31.MIMAT0000089	0.232327767321119
411	ACTN1	SPHK1	0.598788082862784
412	ACTR2	LOC284441	0.668253872321321
413	ACTR3B	hsa-mir-22.MIMAT0004495	0.213233812804706
414	ACVR1	hsa-mir-127.MIMAT0004604	0.276992569057116
415	ACVR1	hsa-mir-134.MIMAT0000447	0.270455238785953
416	ACVR1	hsa-mir-152.MIMAT0000438	0.307584051389201
417	ACVR1	hsa-mir-154.MIMAT0000452	0.219965406687273
418	ACVR1	hsa-mir-196b.MIMAT0001080	0.26073918023634
419	ACVR1	hsa-mir-199a.MIMAT0000231	0.241009192266294
420	ACVR1	hsa-mir-199a.MIMAT0000232	0.338204313515567
421	ACVR1	hsa-mir-199b.MIMAT0000263	0.225968871774505
422	ACVR1	hsa-mir-199b.MIMAT0004563	0.33731070090311
423	ACVR1	hsa-mir-214.MIMAT0004564	0.304931993346112
424	ACVR1	hsa-mir-337.MIMAT0000754	0.26153925851738
425	ACVR1	hsa-mir-409.MIMAT0001638	0.22559185646941
426	ACVR1	hsa-mir-493.MIMAT0002813	0.257078390403665
427	ACVR1	hsa-mir-654.MIMAT0004814	0.223233352327998
428	ACVR1	hsa-mir-93.MIMAT0000093	0.242082678593013
429	ACVR2A	hsa-let-7c.MIMAT0000064	0.263879055792509
430	ACVR2A	hsa-mir-125b-2.MIMAT0004603	0.275726258108707
431	ACVR2A	hsa-mir-99a.MIMAT0000097	0.270496969487662
432	ACVRL1	CLDN5	0.564029286318661
433	ACVRL1	CYGB	0.645068870047717
434	ACVRL1	ENG	0.584342065122919
435	ACVRL1	GPR124	0.659691883522417
436	ACVRL1	GRAP	0.63882509367823
437	ACVRL1	GRASP	0.582652691198563
438	ACVRL1	GYPC	0.569490252283677
439	ACVRL1	HIC1	0.569675881956796
440	ACVRL1	hsa-mir-10b.MIMAT0004556	0.269114100372411
441	ACVRL1	hsa-mir-141.MIMAT0000432	0.277677528161029
442	ACVRL1	hsa-mir-381.MIMAT0000736	0.215334737787294
443	ACVRL1	hsa-mir-411.MIMAT0003329	0.227769047906846
444	ACVRL1	hsa-mir-432.MIMAT0002814	0.217616975473859
445	ACVRL1	hsa-mir-485.MIMAT0002176	0.229501591522624
446	ACVRL1	IGFBP7	0.565497055827045
447	ACVRL1	LIMS2	0.588450380756678
448	ACVRL1	PECAM1	0.635850701939183
449	ACVRL1	ROBO4	0.658104677867763
450	ACVRL1	SCARF1	0.597841227630905
451	ACVRL1	SH2D3C	0.713528805696097
452	ACVRL1	SYNPO	0.585395405593641
453	ACVRL1	TIE1	0.627977989213333
454	ACVRL1	VWF	0.628589559841826
455	ACY1	APEH	0.566282744210944
456	ACY3	hsa-mir-223.MIMAT0004570	0.238561470762607
457	ADA	hsa-let-7i.MIMAT0004585	0.259177876396539
458	ADAL	hsa-mir-130a.MIMAT0000425	0.235254672399602
459	ADAM12	ADAMTS16	0.58353910886245
460	ADAM12	ADAMTS2	0.646946751624619
461	ADAM12	ADAMTS6	0.596174877541975
462	ADAM12	ANGPTL2	0.629963795018793
463	ADAM12	BNC2	0.723683756108511
464	ADAM12	C10orf72	0.589210167325724
465	ADAM12	C14orf37	0.750109363218272
466	ADAM12	CDH11	0.729908825611715
467	ADAM12	CMTM3	0.60644206915209
468	ADAM12	COL1A2	0.79594981955069
469	ADAM12	COL3A1	0.8363811135478
470	ADAM12	COL5A2	0.789356368680677
471	ADAM12	COL6A3	0.824672054244156
472	ADAM12	CRISPLD2	0.614224125525951
473	ADAM12	CTSK	0.677250436013883
474	ADAM12	DACT1	0.778929449212297
475	ADAM12	FAP	0.815756073975583
476	ADAM12	FAT3	0.577916976049455
477	ADAM12	FBN1	0.718399785878331
478	ADAM12	FSTL1	0.701700310246182
479	ADAM12	GLT8D2	0.713819481618345
480	ADAM12	GXYLT2	0.66725377447002
481	ADAM12	HMCN1	0.604426044562633
482	ADAM12	hsa-mir-127.MIMAT0004604	0.398696563116967
483	ADAM12	hsa-mir-134.MIMAT0000447	0.491265332435404
484	ADAM12	hsa-mir-154.MIMAT0000452	0.308102087686277
485	ADAM12	hsa-mir-199a.MIMAT0000232	0.452602556796924
486	ADAM12	hsa-mir-199b.MIMAT0004563	0.451842770227878
487	ADAM12	hsa-mir-299.MIMAT0002890	0.214597975053674
488	ADAM12	hsa-mir-323a.MIMAT0000755	0.332644057260279
489	ADAM12	hsa-mir-337.MIMAT0000754	0.399201648506616
490	ADAM12	hsa-mir-369.MIMAT0000721	0.316052505856688
491	ADAM12	hsa-mir-376c.MIMAT0000720	0.253745690225806
492	ADAM12	hsa-mir-377.MIMAT0004689	0.254567353352558
493	ADAM12	hsa-mir-379.MIMAT0000733	0.393130550902822
494	ADAM12	hsa-mir-382.MIMAT0000737	0.42698278392706
495	ADAM12	hsa-mir-409.MIMAT0001639	0.405487155577812
496	ADAM12	hsa-mir-411.MIMAT0003329	0.346043929477992
497	ADAM12	hsa-mir-485.MIMAT0002176	0.340342652230722
498	ADAM12	hsa-mir-493.MIMAT0003161	0.35701766503773
499	ADAM12	hsa-mir-655.MIMAT0003331	0.252505281092251
500	ADAM12	hsa-mir-758.MIMAT0003879	0.425464649778683
501	ADAM12	HTRA1	0.779385608951667
502	ADAM12	LOX	0.651099675939516
503	ADAM12	LRRC32	0.56241473985944
504	ADAM12	MAGEL2	0.704455975548687
505	ADAM12	MMP2	0.681332849832789
506	ADAM12	MXRA5	0.689830084094559
507	ADAM12	NAP1L3	0.623673970978455
508	ADAM12	NID1	0.656734759659938
509	ADAM12	OLFML1	0.643637075282186
510	ADAM12	POSTN	0.809354008737546
511	ADAM12	PRDM6	0.640887165938538
512	ADAM12	PRRX1	0.752151289622582
513	ADAM12	RUNX2	0.570386742875562
514	ADAM12	SFRP2	0.618631751020244
515	ADAM12	SGCD	0.625514438822791
516	ADAM12	SPARC	0.759307385470809
517	ADAM12	SPON1	0.745802467003966
518	ADAM12	ST6GAL2	0.610714429613257
519	ADAM12	TBX5	0.56733032872281
520	ADAM12	THBS2	0.703815625125912
521	ADAM12	TIMP2	0.683428018856521
522	ADAM12	TSHZ3	0.764989955851796
523	ADAM12	VCAN	0.80582272797914
524	ADAM12	ZEB1	0.579137239327013
525	ADAM12	ZFPM2	0.622222030356927
