from	to	weight
ABCA8	hsa-let-7c.MIMAT0000064	0.222727
ABCA8	hsa-mir-10b.MIMAT0000254	0.153847
ABCA8	hsa-mir-125b-2.MIMAT0004603	0.181651
ABCA8	hsa-mir-139.MIMAT0000250	0.207721
ABCA8	hsa-mir-139.MIMAT0004552	0.185819
ABCA8	hsa-mir-150.MIMAT0000451	0.157986
ABCA8	hsa-mir-202.MIMAT0002810	0.168146
ABCA8	hsa-mir-204.MIMAT0000265	0.253958
ABCA8	hsa-mir-210.MIMAT0000267	0.207731
ABCA8	hsa-mir-218.MIMAT0000275	0.247321
ABCA8	hsa-mir-335.MIMAT0000765	0.153122
ABCA8	hsa-mir-337.MIMAT0000754	0.177189
ABCA8	hsa-mir-495.MIMAT0002817	0.163396
ABCA8	hsa-mir-542.MIMAT0003389	0.176447
ABCA8	hsa-mir-99a.MIMAT0000097	0.242992
ABCA9	hsa-let-7c.MIMAT0000064	0.215427
ABCA9	hsa-mir-10b.MIMAT0000254	0.184096
ABCA9	hsa-mir-10b.MIMAT0004556	0.175843
ABCA9	hsa-mir-125b-2.MIMAT0004603	0.175513
ABCA9	hsa-mir-204.MIMAT0000265	0.202517
ABCA9	hsa-mir-337.MIMAT0000754	0.149218
ABCA9	hsa-mir-411.MIMAT0003329	0.169897
ABCA9	hsa-mir-99a.MIMAT0000097	0.252476
ABCB1	hsa-let-7c.MIMAT0000064	0.251529
ABCB1	hsa-mir-10b.MIMAT0000254	0.169221
ABCB1	hsa-mir-1247.MIMAT0005899	0.15298
ABCB1	hsa-mir-125b-2.MIMAT0004603	0.187277
ABCB1	hsa-mir-139.MIMAT0000250	0.158752
ABCB1	hsa-mir-139.MIMAT0004552	0.193774
ABCB1	hsa-mir-150.MIMAT0000451	0.275159
ABCB1	hsa-mir-150.MIMAT0004610	0.229894
ABCB1	hsa-mir-193b.MIMAT0002819	0.156693
ABCB1	hsa-mir-193b.MIMAT0004767	0.173269
ABCB1	hsa-mir-204.MIMAT0000265	0.319355
ABCB1	hsa-mir-210.MIMAT0000267	0.234109
ABCB1	hsa-mir-218-1.MIMAT0004565	0.198437
ABCB1	hsa-mir-218.MIMAT0000275	0.305804
ABCB1	hsa-mir-223.MIMAT0000280	0.200403
ABCB1	hsa-mir-223.MIMAT0004570	0.168509
ABCB1	hsa-mir-542.MIMAT0003389	0.150936
ABCB1	hsa-mir-99a.MIMAT0000097	0.262469
ABCB4	hsa-mir-127.MIMAT0004604	0.1489
ABCB5	hsa-mir-139.MIMAT0000250	0.180181
ABCB5	hsa-mir-139.MIMAT0004552	0.181104
ABCB5	hsa-mir-140.MIMAT0004597	0.152436
ABCB5	hsa-mir-204.MIMAT0000265	0.162407
ABCB5	hsa-mir-99a.MIMAT0000097	0.167255
ABCC8	hsa-mir-342.MIMAT0004694	0.149495
ABCC8	hsa-mir-584.MIMAT0003249	0.155281
ABCC9	hsa-mir-10b.MIMAT0000254	0.164238
ABCC9	hsa-mir-10b.MIMAT0004556	0.189005
ABCC9	hsa-mir-127.MIMAT0000446	0.164145
ABCC9	hsa-mir-134.MIMAT0000447	0.182277
ABCC9	hsa-mir-145.MIMAT0000437	0.179837
ABCC9	hsa-mir-199a.MIMAT0000231	0.2004
ABCC9	hsa-mir-199b.MIMAT0000263	0.248061
ABCC9	hsa-mir-214.MIMAT0004564	0.17661
ABCC9	hsa-mir-337.MIMAT0000754	0.252897
ABCC9	hsa-mir-369.MIMAT0001621	0.162994
ABCC9	hsa-mir-376c.MIMAT0000720	0.167572
ABCC9	hsa-mir-377.MIMAT0004689	0.189606
ABCC9	hsa-mir-379.MIMAT0000733	0.173531
ABCC9	hsa-mir-381.MIMAT0000736	0.166361
ABCC9	hsa-mir-409.MIMAT0001639	0.158764
ABCC9	hsa-mir-410.MIMAT0002171	0.156338
ABCC9	hsa-mir-411.MIMAT0003329	0.181661
ABCC9	hsa-mir-411.MIMAT0004813	0.16144
ABCC9	hsa-mir-431.MIMAT0004757	0.200556
ABCC9	hsa-mir-432.MIMAT0002814	0.181148
ABCC9	hsa-mir-483.MIMAT0002173	0.173963
ABCC9	hsa-mir-485.MIMAT0002176	0.170234
ABCC9	hsa-mir-495.MIMAT0002817	0.188777
ABCC9	hsa-mir-654.MIMAT0004814	0.154439
ABCC9	hsa-mir-655.MIMAT0003331	0.157005
ABCC9	hsa-mir-758.MIMAT0003879	0.222047
ABCC9	hsa-mir-889.MIMAT0004921	0.161816
ABCC9	hsa-mir-99a.MIMAT0000097	0.158557
ABCD2	hsa-mir-125b-2.MIMAT0004603	0.152693
ABCD2	hsa-mir-142.MIMAT0000433	0.226821
ABCD2	hsa-mir-146a.MIMAT0000449	0.241177
ABCD2	hsa-mir-150.MIMAT0000451	0.320307
ABCD2	hsa-mir-150.MIMAT0004610	0.256965
ABCD2	hsa-mir-155.MIMAT0000646	0.155537
ABCD2	hsa-mir-193b.MIMAT0002819	0.150059
ABCD2	hsa-mir-204.MIMAT0000265	0.172376
ABCD2	hsa-mir-223.MIMAT0000280	0.168151
ABCD2	hsa-mir-223.MIMAT0004570	0.161115
ABCD2	hsa-mir-378c.MIMAT0016847	0.155577
ABCD2	hsa-mir-511.MIMAT0002808	0.17657
ABCD2	hsa-mir-99a.MIMAT0000097	0.163881
ABCG2	hsa-let-7c.MIMAT0000064	0.200836
ABCG2	hsa-mir-10b.MIMAT0004556	0.157389
ABCG2	hsa-mir-195.MIMAT0000461	0.199818
ABCG2	hsa-mir-218.MIMAT0000275	0.205783
ABCG2	hsa-mir-411.MIMAT0003329	0.164349
ABCG2	hsa-mir-99a.MIMAT0000097	0.194444
ABHD15	hsa-mir-106b.MIMAT0000680	0.180232
ABHD4	hsa-mir-127.MIMAT0004604	0.152057
ABHD4	hsa-mir-152.MIMAT0000438	0.204546
ABHD4	hsa-mir-196b.MIMAT0001080	0.153528
ABHD4	hsa-mir-214.MIMAT0004564	0.149297
ABHD4	hsa-mir-370.MIMAT0000722	0.148781
ABHD8	hsa-mir-181c.MIMAT0000258	0.201885
ABI3	hsa-mir-142.MIMAT0000433	0.154083
ABI3	hsa-mir-150.MIMAT0000451	0.148516
ABI3	hsa-mir-155.MIMAT0000646	0.161605
ABI3	hsa-mir-223.MIMAT0000280	0.154455
ABI3BP	hsa-let-7c.MIMAT0000064	0.212717
ABI3BP	hsa-mir-125b-2.MIMAT0004603	0.182689
ABI3BP	hsa-mir-139.MIMAT0004552	0.171743
ABI3BP	hsa-mir-141.MIMAT0000432	0.168146
ABI3BP	hsa-mir-150.MIMAT0000451	0.202093
ABI3BP	hsa-mir-150.MIMAT0004610	0.156772
ABI3BP	hsa-mir-204.MIMAT0000265	0.186193
ABI3BP	hsa-mir-210.MIMAT0000267	0.193481
ABI3BP	hsa-mir-218.MIMAT0000275	0.204044
ABI3BP	hsa-mir-99a.MIMAT0000097	0.234225
ABLIM2	hsa-mir-95.MIMAT0000094	0.354771
ABLIM3	hsa-mir-188.MIMAT0004613	0.157587
ABLIM3	hsa-mir-18a.MIMAT0000072	0.149094
ABT1	hsa-let-7b.MIMAT0000063	0.152996
ACACB	hsa-mir-1234.MIMAT0005589	0.149026
ACACB	hsa-mir-139.MIMAT0000250	0.187367
ACACB	hsa-mir-139.MIMAT0004552	0.163015
ACACB	hsa-mir-140.MIMAT0004597	0.161068
ACADSB	hsa-let-7a.MIMAT0000062	0.164795
ACADSB	hsa-mir-10a.MIMAT0000253	0.198923
ACADSB	hsa-mir-190b.MIMAT0004929	0.189903
ACADSB	hsa-mir-197.MIMAT0000227	0.150472
ACADSB	hsa-mir-452.MIMAT0001636	0.176867
ACADSB	hsa-mir-505.MIMAT0002876	0.155847
ACADSB	hsa-mir-942.MIMAT0004985	0.15161
ACAP1	hsa-mir-142.MIMAT0000433	0.389189
ACAP1	hsa-mir-142.MIMAT0000434	0.291449
ACAP1	hsa-mir-146a.MIMAT0000449	0.320995
ACAP1	hsa-mir-150.MIMAT0000451	0.432708
ACAP1	hsa-mir-150.MIMAT0004610	0.346395
ACAP1	hsa-mir-155.MIMAT0000646	0.318221
ACAP1	hsa-mir-223.MIMAT0000280	0.274382
ACAP1	hsa-mir-223.MIMAT0004570	0.255674
ACAP1	hsa-mir-511.MIMAT0002808	0.217786
ACBD7	hsa-mir-493.MIMAT0002813	0.166602
ACBD7	hsa-mir-942.MIMAT0004985	0.17951
ACE2	hsa-mir-190b.MIMAT0004929	0.175254
ACE2	hsa-mir-342.MIMAT0004694	0.156511
ACE2	hsa-mir-378c.MIMAT0016847	0.16099
ACHE	hsa-mir-150.MIMAT0000451	0.18224
ACHE	hsa-mir-150.MIMAT0004610	0.157395
ACHE	hsa-mir-193b.MIMAT0002819	0.154757
ACHE	hsa-mir-193b.MIMAT0004767	0.180992
ACHE	hsa-mir-223.MIMAT0000280	0.178403
ACHE	hsa-mir-223.MIMAT0004570	0.150944
ACHE	hsa-mir-511.MIMAT0002808	0.172111
ACN9	hsa-mir-365a.MIMAT0000710	0.150697
ACOT4	hsa-mir-10a.MIMAT0000253	0.148706
ACOT4	hsa-mir-18a.MIMAT0000072	0.155968
ACOX2	hsa-mir-29b-2.MIMAT0004515	0.178465
ACSL4	hsa-mir-141.MIMAT0000432	0.166845
ACSL4	hsa-mir-146b.MIMAT0004766	0.152847
ACSL5	hsa-mir-142.MIMAT0000433	0.156691
ACSL5	hsa-mir-146a.MIMAT0000449	0.159428
ACSL5	hsa-mir-150.MIMAT0000451	0.179394
ACSL5	hsa-mir-150.MIMAT0004610	0.17325
ACSL5	hsa-mir-223.MIMAT0004570	0.181345
ACSM5	hsa-mir-139.MIMAT0004552	0.170198
ACTA2	hsa-mir-125b.MIMAT0000423	0.154332
ACTA2	hsa-mir-134.MIMAT0000447	0.171773
ACTA2	hsa-mir-136.MIMAT0004606	0.156249
ACTA2	hsa-mir-152.MIMAT0000438	0.175601
ACTA2	hsa-mir-154.MIMAT0000452	0.153512
ACTA2	hsa-mir-199a.MIMAT0000231	0.229085
ACTA2	hsa-mir-199a.MIMAT0000232	0.203896
ACTA2	hsa-mir-199b.MIMAT0000263	0.244256
ACTA2	hsa-mir-199b.MIMAT0004563	0.203343
ACTA2	hsa-mir-214.MIMAT0000271	0.177885
ACTA2	hsa-mir-214.MIMAT0004564	0.23228
ACTA2	hsa-mir-22.MIMAT0000077	0.152031
ACTA2	hsa-mir-337.MIMAT0000754	0.154651
ACTA2	hsa-mir-369.MIMAT0001621	0.151044
ACTA2	hsa-mir-377.MIMAT0004689	0.158727
ACTA2	hsa-mir-382.MIMAT0000737	0.160089
ACTA2	hsa-mir-409.MIMAT0001639	0.155891
ACTA2	hsa-mir-485.MIMAT0002176	0.16094
ACTA2	hsa-mir-758.MIMAT0003879	0.194113
ACTG2	hsa-mir-31.MIMAT0000089	0.161452
ACVR1	hsa-mir-127.MIMAT0004604	0.192491
ACVR1	hsa-mir-134.MIMAT0000447	0.187948
ACVR1	hsa-mir-152.MIMAT0000438	0.21375
ACVR1	hsa-mir-154.MIMAT0000452	0.152861
ACVR1	hsa-mir-196b.MIMAT0001080	0.181196
ACVR1	hsa-mir-199a.MIMAT0000231	0.167485
ACVR1	hsa-mir-199a.MIMAT0000232	0.235029
ACVR1	hsa-mir-199b.MIMAT0000263	0.157033
ACVR1	hsa-mir-199b.MIMAT0004563	0.234408
ACVR1	hsa-mir-214.MIMAT0004564	0.211907
ACVR1	hsa-mir-337.MIMAT0000754	0.181752
ACVR1	hsa-mir-409.MIMAT0001638	0.156771
ACVR1	hsa-mir-493.MIMAT0002813	0.178652
ACVR1	hsa-mir-654.MIMAT0004814	0.155132
ACVR1	hsa-mir-93.MIMAT0000093	0.168231
ACVR2A	hsa-let-7c.MIMAT0000064	0.183378
ACVR2A	hsa-mir-125b-2.MIMAT0004603	0.191611
ACVR2A	hsa-mir-99a.MIMAT0000097	0.187977
ACVRL1	hsa-mir-10b.MIMAT0004556	0.187016
ACVRL1	hsa-mir-141.MIMAT0000432	0.192967
ACVRL1	hsa-mir-381.MIMAT0000736	0.149643
ACVRL1	hsa-mir-411.MIMAT0003329	0.158284
ACVRL1	hsa-mir-432.MIMAT0002814	0.151229
ACVRL1	hsa-mir-485.MIMAT0002176	0.159488
ACY3	hsa-mir-223.MIMAT0004570	0.165784
ADA	hsa-let-7i.MIMAT0004585	0.180111
ADAL	hsa-mir-130a.MIMAT0000425	0.163486
ADAM12	hsa-mir-127.MIMAT0000446	0.265415
ADAM12	hsa-mir-127.MIMAT0004604	0.277067
ADAM12	hsa-mir-134.MIMAT0000447	0.341396
ADAM12	hsa-mir-152.MIMAT0000438	0.202587
ADAM12	hsa-mir-154.MIMAT0000452	0.21411
ADAM12	hsa-mir-196b.MIMAT0001080	0.181261
ADAM12	hsa-mir-199a.MIMAT0000231	0.281064
ADAM12	hsa-mir-199a.MIMAT0000232	0.314528
ADAM12	hsa-mir-199b.MIMAT0000263	0.23648
ADAM12	hsa-mir-199b.MIMAT0004563	0.314
ADAM12	hsa-mir-214.MIMAT0000271	0.189974
ADAM12	hsa-mir-214.MIMAT0004564	0.285926
ADAM12	hsa-mir-299.MIMAT0002890	0.149131
ADAM12	hsa-mir-323a.MIMAT0000755	0.231165
ADAM12	hsa-mir-337.MIMAT0000754	0.277418
ADAM12	hsa-mir-369.MIMAT0000721	0.219635
ADAM12	hsa-mir-370.MIMAT0000722	0.263411
ADAM12	hsa-mir-376c.MIMAT0000720	0.176336
ADAM12	hsa-mir-377.MIMAT0004689	0.176907
ADAM12	hsa-mir-379.MIMAT0000733	0.273199
ADAM12	hsa-mir-381.MIMAT0000736	0.173335
ADAM12	hsa-mir-382.MIMAT0000737	0.296724
ADAM12	hsa-mir-409.MIMAT0001638	0.220237
ADAM12	hsa-mir-409.MIMAT0001639	0.281786
ADAM12	hsa-mir-410.MIMAT0002171	0.203884
ADAM12	hsa-mir-411.MIMAT0003329	0.240477
ADAM12	hsa-mir-411.MIMAT0004813	0.150651
ADAM12	hsa-mir-431.MIMAT0004757	0.209265
ADAM12	hsa-mir-485.MIMAT0002176	0.236515
ADAM12	hsa-mir-493.MIMAT0002813	0.25174
ADAM12	hsa-mir-493.MIMAT0003161	0.248103
ADAM12	hsa-mir-539.MIMAT0003163	0.191114
ADAM12	hsa-mir-655.MIMAT0003331	0.175474
ADAM12	hsa-mir-758.MIMAT0003879	0.295669
ADAM12	hsa-mir-889.MIMAT0004921	0.198173
ADAM19	hsa-mir-200c.MIMAT0000617	0.151194
ADAM23	hsa-let-7c.MIMAT0000064	0.154719
ADAM23	hsa-mir-10b.MIMAT0000254	0.154216
ADAM23	hsa-mir-134.MIMAT0000447	0.151743
ADAM23	hsa-mir-141.MIMAT0000432	0.154922
ADAM23	hsa-mir-337.MIMAT0000754	0.159455
ADAM23	hsa-mir-379.MIMAT0000733	0.162224
ADAM23	hsa-mir-3926.MIMAT0018201	0.154636
ADAM23	hsa-mir-409.MIMAT0001638	0.165169
ADAM23	hsa-mir-411.MIMAT0004813	0.155352
ADAM23	hsa-mir-99a.MIMAT0000097	0.156857
ADAM28	hsa-mir-146a.MIMAT0000449	0.175478
ADAM33	hsa-let-7c.MIMAT0000064	0.285102
ADAM33	hsa-mir-10b.MIMAT0000254	0.159878
ADAM33	hsa-mir-10b.MIMAT0004556	0.210196
ADAM33	hsa-mir-125b-1.MIMAT0004592	0.153581
ADAM33	hsa-mir-125b-2.MIMAT0004603	0.223951
ADAM33	hsa-mir-125b.MIMAT0000423	0.211957
ADAM33	hsa-mir-127.MIMAT0000446	0.169648
ADAM33	hsa-mir-134.MIMAT0000447	0.169689
ADAM33	hsa-mir-199a.MIMAT0000231	0.171469
ADAM33	hsa-mir-199b.MIMAT0000263	0.2057
ADAM33	hsa-mir-204.MIMAT0000265	0.172023
ADAM33	hsa-mir-214.MIMAT0000271	0.167962
ADAM33	hsa-mir-214.MIMAT0004564	0.158022
ADAM33	hsa-mir-218.MIMAT0000275	0.160369
ADAM33	hsa-mir-337.MIMAT0000754	0.209082
ADAM33	hsa-mir-369.MIMAT0001621	0.20113
ADAM33	hsa-mir-379.MIMAT0000733	0.182521
ADAM33	hsa-mir-381.MIMAT0000736	0.174307
ADAM33	hsa-mir-382.MIMAT0000737	0.182673
ADAM33	hsa-mir-410.MIMAT0002171	0.153612
ADAM33	hsa-mir-411.MIMAT0003329	0.217343
ADAM33	hsa-mir-411.MIMAT0004813	0.172235
ADAM33	hsa-mir-495.MIMAT0002817	0.189821
ADAM33	hsa-mir-889.MIMAT0004921	0.161161
ADAM33	hsa-mir-99a.MIMAT0000097	0.245496
ADAM33	hsa-mir-99a.MIMAT0004511	0.190429
ADAM6	hsa-mir-142.MIMAT0000433	0.236846
ADAM6	hsa-mir-142.MIMAT0000434	0.227714
ADAM6	hsa-mir-146a.MIMAT0000449	0.194619
ADAM6	hsa-mir-150.MIMAT0000451	0.271618
ADAM6	hsa-mir-150.MIMAT0004610	0.210183
ADAM6	hsa-mir-155.MIMAT0000646	0.167217
ADAM6	hsa-mir-223.MIMAT0000280	0.156836
ADAM6	hsa-mir-223.MIMAT0004570	0.195686
ADAMDEC1	hsa-mir-142.MIMAT0000433	0.211097
ADAMDEC1	hsa-mir-142.MIMAT0000434	0.188777
ADAMDEC1	hsa-mir-146a.MIMAT0000449	0.197693
ADAMDEC1	hsa-mir-150.MIMAT0000451	0.243399
ADAMDEC1	hsa-mir-150.MIMAT0004610	0.194641
ADAMDEC1	hsa-mir-155.MIMAT0000646	0.269543
ADAMDEC1	hsa-mir-3614.MIMAT0017993	0.170564
ADAMTS10	hsa-mir-199a.MIMAT0000231	0.170182
ADAMTS10	hsa-mir-199b.MIMAT0000263	0.18831
ADAMTS10	hsa-mir-93.MIMAT0004509	0.15399
ADAMTS12	hsa-mir-127.MIMAT0004604	0.16722
ADAMTS12	hsa-mir-134.MIMAT0000447	0.240181
ADAMTS12	hsa-mir-199a.MIMAT0000231	0.211418
ADAMTS12	hsa-mir-199a.MIMAT0000232	0.176732
ADAMTS12	hsa-mir-199b.MIMAT0000263	0.209062
ADAMTS12	hsa-mir-199b.MIMAT0004563	0.176457
ADAMTS12	hsa-mir-214.MIMAT0004564	0.191059
ADAMTS12	hsa-mir-323a.MIMAT0000755	0.151751
ADAMTS12	hsa-mir-337.MIMAT0000754	0.211633
ADAMTS12	hsa-mir-370.MIMAT0000722	0.166382
ADAMTS12	hsa-mir-377.MIMAT0004689	0.150963
ADAMTS12	hsa-mir-379.MIMAT0000733	0.155897
ADAMTS12	hsa-mir-382.MIMAT0000737	0.178538
ADAMTS12	hsa-mir-409.MIMAT0001638	0.149413
ADAMTS12	hsa-mir-409.MIMAT0001639	0.178522
ADAMTS12	hsa-mir-410.MIMAT0002171	0.164545
ADAMTS12	hsa-mir-431.MIMAT0004757	0.166775
ADAMTS12	hsa-mir-432.MIMAT0002814	0.151599
ADAMTS12	hsa-mir-485.MIMAT0002176	0.170463
ADAMTS12	hsa-mir-493.MIMAT0002813	0.183255
ADAMTS12	hsa-mir-493.MIMAT0003161	0.15249
ADAMTS12	hsa-mir-539.MIMAT0003163	0.153059
ADAMTS12	hsa-mir-654.MIMAT0003330	0.163622
ADAMTS12	hsa-mir-758.MIMAT0003879	0.231298
ADAMTS14	hsa-mir-127.MIMAT0004604	0.166822
ADAMTS14	hsa-mir-134.MIMAT0000447	0.226858
ADAMTS14	hsa-mir-152.MIMAT0000438	0.151559
ADAMTS14	hsa-mir-154.MIMAT0000452	0.149879
ADAMTS14	hsa-mir-199a.MIMAT0000231	0.182646
ADAMTS14	hsa-mir-199a.MIMAT0000232	0.236369
ADAMTS14	hsa-mir-199b.MIMAT0000263	0.165089
ADAMTS14	hsa-mir-199b.MIMAT0004563	0.235921
ADAMTS14	hsa-mir-214.MIMAT0004564	0.188452
ADAMTS14	hsa-mir-323a.MIMAT0000755	0.154025
ADAMTS14	hsa-mir-337.MIMAT0000754	0.149469
ADAMTS14	hsa-mir-370.MIMAT0000722	0.199288
ADAMTS14	hsa-mir-379.MIMAT0000733	0.153074
ADAMTS14	hsa-mir-382.MIMAT0000737	0.198584
ADAMTS14	hsa-mir-409.MIMAT0001639	0.224272
ADAMTS14	hsa-mir-485.MIMAT0002176	0.156284
ADAMTS14	hsa-mir-493.MIMAT0002813	0.159349
ADAMTS14	hsa-mir-493.MIMAT0003161	0.171401
ADAMTS14	hsa-mir-758.MIMAT0003879	0.20245
ADAMTS15	hsa-mir-190b.MIMAT0004929	0.164261
ADAMTS15	hsa-mir-342.MIMAT0004694	0.153322
ADAMTS16	hsa-mir-134.MIMAT0000447	0.289643
ADAMTS16	hsa-mir-152.MIMAT0000438	0.249009
ADAMTS16	hsa-mir-154.MIMAT0000452	0.182848
ADAMTS16	hsa-mir-196b.MIMAT0001080	0.217951
ADAMTS16	hsa-mir-199a.MIMAT0000231	0.31235
ADAMTS16	hsa-mir-199a.MIMAT0000232	0.248787
ADAMTS16	hsa-mir-199b.MIMAT0000263	0.271435
ADAMTS16	hsa-mir-199b.MIMAT0004563	0.248538
ADAMTS16	hsa-mir-214.MIMAT0000271	0.223095
ADAMTS16	hsa-mir-214.MIMAT0004564	0.31731
ADAMTS16	hsa-mir-323a.MIMAT0000755	0.188401
ADAMTS16	hsa-mir-337.MIMAT0000754	0.241129
ADAMTS16	hsa-mir-369.MIMAT0000721	0.170461
ADAMTS16	hsa-mir-370.MIMAT0000722	0.193799
ADAMTS16	hsa-mir-376c.MIMAT0000720	0.183987
ADAMTS16	hsa-mir-382.MIMAT0000737	0.246517
ADAMTS16	hsa-mir-409.MIMAT0001639	0.242111
ADAMTS16	hsa-mir-493.MIMAT0002813	0.242332
ADAMTS16	hsa-mir-493.MIMAT0003161	0.200892
ADAMTS16	hsa-mir-758.MIMAT0003879	0.207977
ADAMTS18	hsa-mir-204.MIMAT0000265	0.168303
ADAMTS2	hsa-mir-127.MIMAT0000446	0.17758
ADAMTS2	hsa-mir-127.MIMAT0004604	0.216169
ADAMTS2	hsa-mir-134.MIMAT0000447	0.269516
ADAMTS2	hsa-mir-152.MIMAT0000438	0.197992
ADAMTS2	hsa-mir-154.MIMAT0000452	0.152701
ADAMTS2	hsa-mir-196b.MIMAT0001080	0.156188
ADAMTS2	hsa-mir-199a.MIMAT0000231	0.205569
ADAMTS2	hsa-mir-199a.MIMAT0000232	0.261806
ADAMTS2	hsa-mir-199b.MIMAT0000263	0.203485
ADAMTS2	hsa-mir-199b.MIMAT0004563	0.261262
ADAMTS2	hsa-mir-200c.MIMAT0000617	0.156504
ADAMTS2	hsa-mir-214.MIMAT0000271	0.180166
ADAMTS2	hsa-mir-214.MIMAT0004564	0.223446
ADAMTS2	hsa-mir-299.MIMAT0002890	0.171624
ADAMTS2	hsa-mir-323a.MIMAT0000755	0.188636
ADAMTS2	hsa-mir-337.MIMAT0000754	0.231702
ADAMTS2	hsa-mir-369.MIMAT0001621	0.152166
ADAMTS2	hsa-mir-370.MIMAT0000722	0.200482
ADAMTS2	hsa-mir-376c.MIMAT0000720	0.173855
ADAMTS2	hsa-mir-377.MIMAT0004689	0.1724
ADAMTS2	hsa-mir-379.MIMAT0000733	0.174976
ADAMTS2	hsa-mir-382.MIMAT0000737	0.173452
ADAMTS2	hsa-mir-409.MIMAT0001638	0.206107
ADAMTS2	hsa-mir-409.MIMAT0001639	0.178647
ADAMTS2	hsa-mir-485.MIMAT0002176	0.24951
ADAMTS2	hsa-mir-493.MIMAT0002813	0.192329
ADAMTS2	hsa-mir-493.MIMAT0003161	0.189896
ADAMTS2	hsa-mir-654.MIMAT0003330	0.148909
ADAMTS2	hsa-mir-758.MIMAT0003879	0.212963
ADAMTS3	hsa-mir-100.MIMAT0000098	0.180566
ADAMTS5	hsa-mir-127.MIMAT0000446	0.156716
ADAMTS5	hsa-mir-134.MIMAT0000447	0.194704
ADAMTS5	hsa-mir-154.MIMAT0000452	0.164157
ADAMTS5	hsa-mir-199a.MIMAT0000231	0.183157
ADAMTS5	hsa-mir-199b.MIMAT0000263	0.227431
ADAMTS5	hsa-mir-214.MIMAT0004564	0.164962
ADAMTS5	hsa-mir-337.MIMAT0000754	0.224331
ADAMTS5	hsa-mir-369.MIMAT0001621	0.155546
ADAMTS5	hsa-mir-377.MIMAT0004689	0.17813
ADAMTS5	hsa-mir-379.MIMAT0000733	0.188932
ADAMTS5	hsa-mir-382.MIMAT0000737	0.182825
ADAMTS5	hsa-mir-409.MIMAT0001638	0.186331
ADAMTS5	hsa-mir-409.MIMAT0001639	0.169651
ADAMTS5	hsa-mir-411.MIMAT0003329	0.173155
ADAMTS5	hsa-mir-432.MIMAT0002814	0.17147
ADAMTS5	hsa-mir-485.MIMAT0002176	0.172999
ADAMTS5	hsa-mir-493.MIMAT0002813	0.157025
ADAMTS5	hsa-mir-495.MIMAT0002817	0.157818
ADAMTS5	hsa-mir-655.MIMAT0003331	0.174868
ADAMTS5	hsa-mir-758.MIMAT0003879	0.211289
ADAMTS6	hsa-mir-127.MIMAT0000446	0.200402
ADAMTS6	hsa-mir-127.MIMAT0004604	0.237088
ADAMTS6	hsa-mir-134.MIMAT0000447	0.294026
ADAMTS6	hsa-mir-136.MIMAT0000448	0.181875
ADAMTS6	hsa-mir-152.MIMAT0000438	0.207571
ADAMTS6	hsa-mir-199a.MIMAT0000231	0.285276
